as_of_year,state_abbr,loan_purpose_name,loan_type_name,action_taken_name,count
2014,NY,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,116
2014,NY,Home purchase,FHA-insured,Loan originated,18937
2014,OH,Refinancing,Conventional,Application approved but not accepted,5036
2014,OK,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,12
2014,OK,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,7
2014,OK,Refinancing,FHA-insured,Loan originated,2228
2014,OK,Refinancing,FHA-insured,Application denied by financial institution,2196
2014,OK,Refinancing,FHA-insured,Application approved but not accepted,207
2014,OK,Refinancing,Conventional,Loan originated,18131
2014,OK,Refinancing,Conventional,Application denied by financial institution,8771
2014,OK,Refinancing,Conventional,Application approved but not accepted,1150
2014,OK,Home purchase,VA-guaranteed,Loan originated,4825
2014,OH,Home purchase,Conventional,Loan originated,73224
2014,OH,Home purchase,Conventional,Application denied by financial institution,10256
2014,OH,Home purchase,Conventional,Application approved but not accepted,4340
2014,NY,Refinancing,VA-guaranteed,Loan originated,2477
2014,NY,Refinancing,VA-guaranteed,Application denied by financial institution,2106
2014,NY,Refinancing,VA-guaranteed,Application approved but not accepted,221
2014,OK,Home purchase,FHA-insured,Application denied by financial institution,1581
2014,OR,Home purchase,VA-guaranteed,Loan originated,4528
2014,OR,Home purchase,VA-guaranteed,Application denied by financial institution,715
2014,OR,Home purchase,VA-guaranteed,Application approved but not accepted,220
2014,OR,Home purchase,FSA/RHS-guaranteed,Loan originated,2435
2014,OR,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,538
2014,OR,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,170
2014,OR,Home purchase,FHA-insured,Loan originated,6953
2014,OR,Home purchase,FHA-insured,Application denied by financial institution,1644
2014,OR,Home purchase,FHA-insured,Application approved but not accepted,380
2014,OH,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,2
2014,OH,Refinancing,FHA-insured,Loan originated,9215
2014,OH,Refinancing,FHA-insured,Application denied by financial institution,6772
2014,OH,Refinancing,FHA-insured,Application approved but not accepted,919
2014,OH,Refinancing,Conventional,Loan originated,68017
2014,OH,Refinancing,Conventional,Application denied by financial institution,38213
2014,OK,Refinancing,FSA/RHS-guaranteed,Loan originated,29
2014,PA,Home purchase,FHA-insured,Application approved but not accepted,783
2014,PA,Home purchase,Conventional,Loan originated,77159
2014,PA,Home purchase,Conventional,Application denied by financial institution,10555
2014,PA,Home purchase,Conventional,Application approved but not accepted,3995
2014,OR,Refinancing,VA-guaranteed,Loan originated,3610
2014,OR,Refinancing,VA-guaranteed,Application denied by financial institution,1282
2014,OR,Refinancing,VA-guaranteed,Application approved but not accepted,213
2014,OR,Refinancing,FSA/RHS-guaranteed,Loan originated,41
2014,OR,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,23
2014,OK,Home purchase,VA-guaranteed,Application denied by financial institution,568
2014,OK,Home purchase,VA-guaranteed,Application approved but not accepted,144
2014,OK,Home purchase,FSA/RHS-guaranteed,Loan originated,2284
2014,OK,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,379
2014,OK,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,130
2014,OK,Home purchase,FHA-insured,Loan originated,9897
2014,OR,Refinancing,Conventional,Application approved but not accepted,2392
2014,PA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,28
2014,PA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,13
2014,PA,Refinancing,FHA-insured,Loan originated,6670
2014,PA,Refinancing,FHA-insured,Application denied by financial institution,6977
2014,PA,Refinancing,FHA-insured,Application approved but not accepted,1334
2014,PA,Refinancing,Conventional,Loan originated,73941
2014,PA,Refinancing,Conventional,Application denied by financial institution,35034
2014,PA,Refinancing,Conventional,Application approved but not accepted,5677
2014,PA,Home purchase,VA-guaranteed,Loan originated,6102
2014,OR,Home purchase,Conventional,Loan originated,34547
2014,OR,Home purchase,Conventional,Application denied by financial institution,4558
2014,OR,Home purchase,Conventional,Application approved but not accepted,2354
2014,OK,Refinancing,VA-guaranteed,Loan originated,2412
2014,OK,Refinancing,VA-guaranteed,Application denied by financial institution,1316
2014,OK,Refinancing,VA-guaranteed,Application approved but not accepted,161
2014,PA,Home purchase,FHA-insured,Application denied by financial institution,3920
2014,PR,Home purchase,VA-guaranteed,Loan originated,598
2014,PR,Home purchase,VA-guaranteed,Application denied by financial institution,182
2014,PR,Home purchase,VA-guaranteed,Application approved but not accepted,22
2014,PR,Home purchase,FSA/RHS-guaranteed,Loan originated,2224
2014,PR,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,850
2014,PR,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,78
2014,PR,Home purchase,FHA-insured,Loan originated,3386
2014,PR,Home purchase,FHA-insured,Application denied by financial institution,1278
2014,PR,Home purchase,FHA-insured,Application approved but not accepted,96
2014,OR,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,5
2014,OR,Refinancing,FHA-insured,Loan originated,1904
2014,OR,Refinancing,FHA-insured,Application denied by financial institution,1448
2014,OR,Refinancing,FHA-insured,Application approved but not accepted,171
2014,OR,Refinancing,Conventional,Loan originated,29556
2014,OR,Refinancing,Conventional,Application denied by financial institution,12640
2014,PA,Refinancing,FSA/RHS-guaranteed,Loan originated,23
2014,RI,Home purchase,FHA-insured,Application approved but not accepted,107
2014,RI,Home purchase,Conventional,Loan originated,6498
2014,RI,Home purchase,Conventional,Application denied by financial institution,781
2014,RI,Home purchase,Conventional,Application approved but not accepted,269
2014,PR,Refinancing,VA-guaranteed,Loan originated,959
2014,PR,Refinancing,VA-guaranteed,Application denied by financial institution,201
2014,PR,Refinancing,VA-guaranteed,Application approved but not accepted,59
2014,PR,Refinancing,FSA/RHS-guaranteed,Loan originated,216
2014,PR,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,51
2014,PA,Home purchase,VA-guaranteed,Application denied by financial institution,934
2014,PA,Home purchase,VA-guaranteed,Application approved but not accepted,160
2014,PA,Home purchase,FSA/RHS-guaranteed,Loan originated,5231
2014,PA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,946
2014,PA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,213
2014,PA,Home purchase,FHA-insured,Loan originated,20640
2014,PR,Refinancing,Conventional,Application approved but not accepted,443
2014,RI,Refinancing,FSA/RHS-guaranteed,Loan originated,3
2014,RI,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,3
2014,RI,Refinancing,FHA-insured,Loan originated,473
2014,RI,Refinancing,FHA-insured,Application denied by financial institution,470
2014,RI,Refinancing,FHA-insured,Application approved but not accepted,44
2014,RI,Refinancing,Conventional,Loan originated,6687
2014,RI,Refinancing,Conventional,Application denied by financial institution,2637
2014,RI,Refinancing,Conventional,Application approved but not accepted,443
2014,RI,Home purchase,VA-guaranteed,Loan originated,525
2014,PR,Home purchase,Conventional,Loan originated,4197
2014,PR,Home purchase,Conventional,Application denied by financial institution,1277
2014,PR,Home purchase,Conventional,Application approved but not accepted,218
2014,PA,Refinancing,VA-guaranteed,Loan originated,4365
2014,PA,Refinancing,VA-guaranteed,Application denied by financial institution,2965
2014,PA,Refinancing,VA-guaranteed,Application approved but not accepted,432
2014,RI,Home purchase,FHA-insured,Application denied by financial institution,469
2014,SC,Refinancing,Conventional,Application approved but not accepted,2180
2014,SC,Home purchase,VA-guaranteed,Loan originated,6954
2014,SC,Home purchase,VA-guaranteed,Application denied by financial institution,1064
2014,SC,Home purchase,VA-guaranteed,Application approved but not accepted,231
2014,SC,Home purchase,FSA/RHS-guaranteed,Loan originated,3801
2014,SC,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,857
2014,SC,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,128
2014,SC,Home purchase,FHA-insured,Loan originated,8655
2014,SC,Home purchase,FHA-insured,Application denied by financial institution,2341
2014,PR,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,32
2014,PR,Refinancing,FHA-insured,Loan originated,3678
2014,PR,Refinancing,FHA-insured,Application denied by financial institution,1010
2014,PR,Refinancing,FHA-insured,Application approved but not accepted,213
2014,PR,Refinancing,Conventional,Loan originated,6854
2014,PR,Refinancing,Conventional,Application denied by financial institution,2750
2014,RI,Refinancing,VA-guaranteed,Application approved but not accepted,16
2014,SD,Home purchase,FHA-insured,Application denied by financial institution,176
2014,SD,Home purchase,FHA-insured,Application approved but not accepted,50
2014,SD,Home purchase,Conventional,Loan originated,6169
2014,SD,Home purchase,Conventional,Application denied by financial institution,775
2014,SD,Home purchase,Conventional,Application approved but not accepted,388
2014,SC,Refinancing,VA-guaranteed,Loan originated,4242
2014,SC,Refinancing,VA-guaranteed,Application denied by financial institution,2442
2014,SC,Refinancing,VA-guaranteed,Application approved but not accepted,410
2014,SC,Refinancing,FSA/RHS-guaranteed,Loan originated,34
2014,RI,Home purchase,VA-guaranteed,Application denied by financial institution,65
2014,RI,Home purchase,VA-guaranteed,Application approved but not accepted,23
2014,RI,Home purchase,FSA/RHS-guaranteed,Loan originated,130
2014,RI,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,50
2014,RI,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,7
2014,RI,Home purchase,FHA-insured,Loan originated,1956
2014,SC,Refinancing,Conventional,Application denied by financial institution,13053
2014,SD,Refinancing,FSA/RHS-guaranteed,Loan originated,31
2014,SD,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,16
2014,SD,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,3
2014,SD,Refinancing,FHA-insured,Loan originated,345
2014,SD,Refinancing,FHA-insured,Application denied by financial institution,241
2014,SD,Refinancing,FHA-insured,Application approved but not accepted,45
2014,SD,Refinancing,Conventional,Loan originated,4345
2014,SD,Refinancing,Conventional,Application denied by financial institution,1455
2014,SD,Refinancing,Conventional,Application approved but not accepted,445
2014,SC,Home purchase,FHA-insured,Application approved but not accepted,391
2014,SC,Home purchase,Conventional,Loan originated,37698
2014,SC,Home purchase,Conventional,Application denied by financial institution,10744
2014,SC,Home purchase,Conventional,Application approved but not accepted,4154
2014,RI,Refinancing,VA-guaranteed,Loan originated,311
2014,RI,Refinancing,VA-guaranteed,Application denied by financial institution,179
2014,SD,Home purchase,FHA-insured,Loan originated,1180
2014,TN,Refinancing,Conventional,Application approved but not accepted,3718
2014,TN,Home purchase,VA-guaranteed,Loan originated,7896
2014,TN,Home purchase,VA-guaranteed,Application denied by financial institution,1127
2014,TN,Home purchase,VA-guaranteed,Application approved but not accepted,205
2014,TN,Home purchase,FSA/RHS-guaranteed,Loan originated,6315
2014,TN,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,1056
2014,TN,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,247
2014,TN,Home purchase,FHA-insured,Loan originated,13210
2014,TN,Home purchase,FHA-insured,Application denied by financial institution,2939
2014,SC,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,21
2014,SC,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,4
2014,SC,Refinancing,FHA-insured,Loan originated,2799
2014,SC,Refinancing,FHA-insured,Application denied by financial institution,2756
2014,SC,Refinancing,FHA-insured,Application approved but not accepted,475
2014,SC,Refinancing,Conventional,Loan originated,24347
2014,SD,Refinancing,VA-guaranteed,Application approved but not accepted,20
2014,TX,Home purchase,FHA-insured,Application denied by financial institution,14511
2014,TX,Home purchase,FHA-insured,Application approved but not accepted,3366
2014,TX,Home purchase,Conventional,Loan originated,211067
2014,TX,Home purchase,Conventional,Application denied by financial institution,46969
2014,TX,Home purchase,Conventional,Application approved but not accepted,23438
2014,TN,Refinancing,VA-guaranteed,Loan originated,5470
2014,TN,Refinancing,VA-guaranteed,Application denied by financial institution,2568
2014,TN,Refinancing,VA-guaranteed,Application approved but not accepted,508
2014,TN,Refinancing,FSA/RHS-guaranteed,Loan originated,48
2014,SD,Home purchase,VA-guaranteed,Loan originated,1102
2014,SD,Home purchase,VA-guaranteed,Application denied by financial institution,125
2014,SD,Home purchase,VA-guaranteed,Application approved but not accepted,33
2014,SD,Home purchase,FSA/RHS-guaranteed,Loan originated,1252
2014,SD,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,168
2014,SD,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,59
2014,TN,Refinancing,Conventional,Application denied by financial institution,18659
2014,TX,Refinancing,FSA/RHS-guaranteed,Loan originated,45
2014,TX,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,46
2014,TX,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,15
2014,TX,Refinancing,FHA-insured,Loan originated,12820
2014,TX,Refinancing,FHA-insured,Application denied by financial institution,9088
2014,TX,Refinancing,FHA-insured,Application approved but not accepted,1158
2014,TX,Refinancing,Conventional,Loan originated,116301
2014,TX,Refinancing,Conventional,Application denied by financial institution,66122
2014,TX,Refinancing,Conventional,Application approved but not accepted,11251
2014,TN,Home purchase,FHA-insured,Application approved but not accepted,638
2014,TN,Home purchase,Conventional,Loan originated,46543
2014,TN,Home purchase,Conventional,Application denied by financial institution,11022
2014,TN,Home purchase,Conventional,Application approved but not accepted,4662
2014,SD,Refinancing,VA-guaranteed,Loan originated,493
2014,SD,Refinancing,VA-guaranteed,Application denied by financial institution,172
2014,TX,Home purchase,FHA-insured,Loan originated,65501
2014,UT,Refinancing,Conventional,Application approved but not accepted,1495
2014,UT,Home purchase,VA-guaranteed,Loan originated,3167
2014,UT,Home purchase,VA-guaranteed,Application denied by financial institution,346
2014,UT,Home purchase,VA-guaranteed,Application approved but not accepted,100
2014,UT,Home purchase,FSA/RHS-guaranteed,Loan originated,2183
2014,UT,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,246
2014,UT,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,86
2014,UT,Home purchase,FHA-insured,Loan originated,9868
2014,UT,Home purchase,FHA-insured,Application denied by financial institution,1436
2014,TN,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,31
2014,TN,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,9
2014,TN,Refinancing,FHA-insured,Loan originated,5232
2014,TN,Refinancing,FHA-insured,Application denied by financial institution,4539
2014,TN,Refinancing,FHA-insured,Application approved but not accepted,710
2014,TN,Refinancing,Conventional,Loan originated,37675
2014,TX,Refinancing,VA-guaranteed,Application approved but not accepted,997
2014,VA,Home purchase,FHA-insured,Application denied by financial institution,2969
2014,VA,Home purchase,FHA-insured,Application approved but not accepted,666
2014,VA,Home purchase,Conventional,Loan originated,57028
2014,VA,Home purchase,Conventional,Application denied by financial institution,8446
2014,VA,Home purchase,Conventional,Application approved but not accepted,3710
2014,UT,Refinancing,VA-guaranteed,Loan originated,2134
2014,UT,Refinancing,VA-guaranteed,Application denied by financial institution,474
2014,UT,Refinancing,VA-guaranteed,Application approved but not accepted,105
2014,UT,Refinancing,FSA/RHS-guaranteed,Loan originated,38
2014,TX,Home purchase,VA-guaranteed,Loan originated,31566
2014,TX,Home purchase,VA-guaranteed,Application denied by financial institution,4534
2014,TX,Home purchase,VA-guaranteed,Application approved but not accepted,1384
2014,TX,Home purchase,FSA/RHS-guaranteed,Loan originated,6230
2014,TX,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,1300
2014,TX,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,350
2014,UT,Refinancing,Conventional,Application denied by financial institution,9109
2014,VA,Refinancing,FSA/RHS-guaranteed,Loan originated,36
2014,VA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,24
2014,VA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,3
2014,VA,Refinancing,FHA-insured,Loan originated,5273
2014,VA,Refinancing,FHA-insured,Application denied by financial institution,4475
2014,VA,Refinancing,FHA-insured,Application approved but not accepted,392
2014,VA,Refinancing,Conventional,Loan originated,56241
2014,VA,Refinancing,Conventional,Application denied by financial institution,22475
2014,VA,Refinancing,Conventional,Application approved but not accepted,3294
2014,UT,Home purchase,FHA-insured,Application approved but not accepted,355
2014,UT,Home purchase,Conventional,Loan originated,29135
2014,UT,Home purchase,Conventional,Application denied by financial institution,3463
2014,UT,Home purchase,Conventional,Application approved but not accepted,1399
2014,TX,Refinancing,VA-guaranteed,Loan originated,13506
2014,TX,Refinancing,VA-guaranteed,Application denied by financial institution,3930
2014,VA,Home purchase,FHA-insured,Loan originated,14876
2014,VT,Refinancing,Conventional,Application approved but not accepted,350
2014,VT,Home purchase,VA-guaranteed,Loan originated,316
2014,VT,Home purchase,VA-guaranteed,Application denied by financial institution,42
2014,VT,Home purchase,VA-guaranteed,Application approved but not accepted,14
2014,VT,Home purchase,FSA/RHS-guaranteed,Loan originated,500
2014,VT,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,98
2014,VT,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,20
2014,VT,Home purchase,FHA-insured,Loan originated,423
2014,VT,Home purchase,FHA-insured,Application denied by financial institution,134
2014,UT,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,15
2014,UT,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,7
2014,UT,Refinancing,FHA-insured,Loan originated,2386
2014,UT,Refinancing,FHA-insured,Application denied by financial institution,1161
2014,UT,Refinancing,FHA-insured,Application approved but not accepted,182
2014,UT,Refinancing,Conventional,Loan originated,24034
2014,VA,Refinancing,VA-guaranteed,Application approved but not accepted,689
2014,WA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,173
2014,WA,Home purchase,FHA-insured,Loan originated,13638
2014,WA,Home purchase,FHA-insured,Application denied by financial institution,3487
2014,WA,Home purchase,FHA-insured,Application approved but not accepted,803
2014,WA,Home purchase,Conventional,Loan originated,63947
2014,WA,Home purchase,Conventional,Application denied by financial institution,8967
2014,WA,Home purchase,Conventional,Application approved but not accepted,3803
2014,VT,Refinancing,VA-guaranteed,Loan originated,195
2014,VT,Refinancing,VA-guaranteed,Application denied by financial institution,99
2014,VA,Home purchase,VA-guaranteed,Loan originated,17815
2014,VA,Home purchase,VA-guaranteed,Application denied by financial institution,1595
2014,VA,Home purchase,VA-guaranteed,Application approved but not accepted,619
2014,VA,Home purchase,FSA/RHS-guaranteed,Loan originated,3596
2014,VA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,644
2014,VA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,87
2014,VT,Refinancing,Conventional,Application denied by financial institution,1891
2014,WA,Refinancing,VA-guaranteed,Application denied by financial institution,2621
2014,WA,Refinancing,VA-guaranteed,Application approved but not accepted,491
2014,WA,Refinancing,FSA/RHS-guaranteed,Loan originated,41
2014,WA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,40
2014,WA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,16
2014,WA,Refinancing,FHA-insured,Loan originated,3601
2014,WA,Refinancing,FHA-insured,Application denied by financial institution,2696
2014,WA,Refinancing,FHA-insured,Application approved but not accepted,326
2014,WA,Refinancing,Conventional,Loan originated,54226
2014,VT,Home purchase,FHA-insured,Application approved but not accepted,14
2014,VT,Home purchase,Conventional,Loan originated,4363
2014,VT,Home purchase,Conventional,Application denied by financial institution,736
2014,VT,Home purchase,Conventional,Application approved but not accepted,363
2014,VA,Refinancing,VA-guaranteed,Loan originated,13447
2014,VA,Refinancing,VA-guaranteed,Application denied by financial institution,4931
2014,WA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,738
2014,WI,Refinancing,Conventional,Loan originated,50522
2014,WI,Refinancing,Conventional,Application denied by financial institution,16656
2014,WI,Refinancing,Conventional,Application approved but not accepted,2324
2014,WI,Home purchase,VA-guaranteed,Loan originated,3027
2014,WI,Home purchase,VA-guaranteed,Application denied by financial institution,485
2014,WI,Home purchase,VA-guaranteed,Application approved but not accepted,72
2014,WI,Home purchase,FSA/RHS-guaranteed,Loan originated,2967
2014,WI,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,548
2014,WI,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,98
2014,VT,Refinancing,VA-guaranteed,Application approved but not accepted,2
2014,VT,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,5
2014,VT,Refinancing,FHA-insured,Loan originated,183
2014,VT,Refinancing,FHA-insured,Application denied by financial institution,212
2014,VT,Refinancing,FHA-insured,Application approved but not accepted,12
2014,VT,Refinancing,Conventional,Loan originated,4368
2014,WA,Refinancing,VA-guaranteed,Loan originated,8351
2014,WV,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,51
2014,WV,Home purchase,FHA-insured,Loan originated,1768
2014,WV,Home purchase,FHA-insured,Application denied by financial institution,551
2014,WV,Home purchase,FHA-insured,Application approved but not accepted,171
2014,WV,Home purchase,Conventional,Loan originated,9903
2014,WV,Home purchase,Conventional,Application denied by financial institution,3876
2014,WV,Home purchase,Conventional,Application approved but not accepted,1750
2014,WI,Refinancing,VA-guaranteed,Loan originated,2382
2014,WI,Refinancing,VA-guaranteed,Application denied by financial institution,1204
2014,WA,Refinancing,Conventional,Application denied by financial institution,22823
2014,WA,Refinancing,Conventional,Application approved but not accepted,4033
2014,WA,Home purchase,VA-guaranteed,Loan originated,11191
2014,WA,Home purchase,VA-guaranteed,Application denied by financial institution,1313
2014,WA,Home purchase,VA-guaranteed,Application approved but not accepted,451
2014,WA,Home purchase,FSA/RHS-guaranteed,Loan originated,2980
2014,WI,Refinancing,FHA-insured,Application approved but not accepted,205
2014,WV,Refinancing,VA-guaranteed,Application denied by financial institution,474
2014,WV,Refinancing,VA-guaranteed,Application approved but not accepted,46
2014,WV,Refinancing,FSA/RHS-guaranteed,Loan originated,12
2014,WV,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,13
2014,WV,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,3
2014,WV,Refinancing,FHA-insured,Loan originated,709
2014,WV,Refinancing,FHA-insured,Application denied by financial institution,795
2014,WV,Refinancing,FHA-insured,Application approved but not accepted,52
2014,WV,Refinancing,Conventional,Loan originated,8528
2014,WI,Home purchase,FHA-insured,Loan originated,6126
2014,WI,Home purchase,FHA-insured,Application denied by financial institution,1327
2014,WI,Home purchase,FHA-insured,Application approved but not accepted,214
2014,WI,Home purchase,Conventional,Loan originated,47526
2014,WI,Home purchase,Conventional,Application denied by financial institution,6110
2014,WI,Home purchase,Conventional,Application approved but not accepted,2006
2014,WV,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,316
2014,WY,Refinancing,Conventional,Loan originated,3419
2014,WY,Refinancing,Conventional,Application denied by financial institution,1389
2014,WY,Refinancing,Conventional,Application approved but not accepted,266
2014,WY,Home purchase,VA-guaranteed,Loan originated,1100
2014,WY,Home purchase,VA-guaranteed,Application denied by financial institution,108
2014,WY,Home purchase,VA-guaranteed,Application approved but not accepted,23
2014,WY,Home purchase,FSA/RHS-guaranteed,Loan originated,1041
2014,WY,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,118
2014,WY,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,31
2014,WI,Refinancing,VA-guaranteed,Application approved but not accepted,109
2014,WI,Refinancing,FSA/RHS-guaranteed,Loan originated,142
2014,WI,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,45
2014,WI,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,9
2014,WI,Refinancing,FHA-insured,Loan originated,3045
2014,WI,Refinancing,FHA-insured,Application denied by financial institution,2674
2014,WY,Refinancing,FHA-insured,Loan originated,419
2014,WY,Refinancing,FHA-insured,Application denied by financial institution,231
2014,WY,Refinancing,FHA-insured,Application approved but not accepted,43
2014,WY,Home purchase,FHA-insured,Loan originated,1390
2014,WY,Home purchase,FHA-insured,Application denied by financial institution,192
2014,WY,Home purchase,FHA-insured,Application approved but not accepted,45
2014,WY,Home purchase,Conventional,Loan originated,4827
2014,WY,Home purchase,Conventional,Application denied by financial institution,784
2014,WY,Home purchase,Conventional,Application approved but not accepted,280
2014,WV,Refinancing,VA-guaranteed,Loan originated,914
2014,WV,Refinancing,Conventional,Application denied by financial institution,4127
2014,WV,Refinancing,Conventional,Application approved but not accepted,498
2014,WV,Home purchase,VA-guaranteed,Loan originated,1204
2014,WV,Home purchase,VA-guaranteed,Application denied by financial institution,248
2014,WV,Home purchase,VA-guaranteed,Application approved but not accepted,43
2014,WV,Home purchase,FSA/RHS-guaranteed,Loan originated,1830
2014,AK,Home purchase,VA-guaranteed,Loan originated,2263
2014,AK,Home purchase,VA-guaranteed,Application denied by financial institution,169
2014,AL,Refinancing,FHA-insured,Loan originated,3542
2014,AL,Refinancing,FHA-insured,Application denied by financial institution,4040
2014,AL,Refinancing,FHA-insured,Application approved but not accepted,625
2014,AL,Refinancing,Conventional,Loan originated,26646
2014,AL,Refinancing,Conventional,Application denied by financial institution,13767
2014,AL,Refinancing,Conventional,Application approved but not accepted,2956
2014,AL,Home purchase,VA-guaranteed,Loan originated,4907
2014,AK,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2014,WY,Refinancing,VA-guaranteed,Loan originated,501
2014,WY,Refinancing,VA-guaranteed,Application denied by financial institution,234
2014,WY,Refinancing,VA-guaranteed,Application approved but not accepted,45
2014,WY,Refinancing,FSA/RHS-guaranteed,Loan originated,4
2014,WY,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,4
2014,WY,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2014,AL,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,15
2014,AZ,Home purchase,Conventional,Application denied by financial institution,7994
2014,AZ,Home purchase,Conventional,Application approved but not accepted,2624
2014,AR,Refinancing,VA-guaranteed,Loan originated,1749
2014,AR,Refinancing,VA-guaranteed,Application denied by financial institution,962
2014,AR,Refinancing,VA-guaranteed,Application approved but not accepted,170
2014,AR,Refinancing,FSA/RHS-guaranteed,Loan originated,54
2014,AR,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,30
2014,AR,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,11
2014,AR,Refinancing,FHA-insured,Loan originated,1720
2014,AR,Home purchase,VA-guaranteed,Application approved but not accepted,55
2014,AR,Home purchase,FSA/RHS-guaranteed,Loan originated,3370
2014,AR,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,645
2014,AR,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,118
2014,AR,Home purchase,FHA-insured,Loan originated,4550
2014,AR,Home purchase,FHA-insured,Application denied by financial institution,1207
2014,AK,Home purchase,FSA/RHS-guaranteed,Loan originated,370
2014,AK,Home purchase,VA-guaranteed,Application approved but not accepted,113
2014,AK,Refinancing,Conventional,Application approved but not accepted,309
2015,AR,Home purchase,FHA-insured,Application approved but not accepted,225
2015,AR,Home purchase,Conventional,Loan originated,20798
2015,AR,Home purchase,Conventional,Application denied by financial institution,5884
2015,WY,Refinancing,FHA-insured,Application denied by financial institution,349
2015,WY,Refinancing,FHA-insured,Application approved but not accepted,94
2015,WY,Refinancing,Conventional,Loan originated,4236
2015,AK,Refinancing,FHA-insured,Application approved but not accepted,55
2015,AK,Refinancing,Conventional,Loan originated,4076
2015,AK,Refinancing,Conventional,Application denied by financial institution,1522
2015,AK,Refinancing,Conventional,Application approved but not accepted,243
2015,AK,Home purchase,VA-guaranteed,Loan originated,2435
2015,AK,Home purchase,VA-guaranteed,Application denied by financial institution,190
2015,AK,Home purchase,VA-guaranteed,Application approved but not accepted,116
2015,AK,Home purchase,FSA/RHS-guaranteed,Loan originated,427
2015,AK,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,45
2015,AL,Refinancing,FHA-insured,Application approved but not accepted,963
2015,AL,Refinancing,Conventional,Loan originated,28109
