as_of_year,state_abbr,loan_purpose_name,loan_type_name,action_taken_name,count
2013,CO,Refinancing,FHA-insured,Application denied by financial institution,4404
2013,CO,Refinancing,FHA-insured,Loan originated,14785
2013,CO,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,8
2013,CO,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,31
2013,CO,Refinancing,FSA/RHS-guaranteed,Loan originated,118
2013,CO,Refinancing,VA-guaranteed,Application approved but not accepted,834
2013,CO,Refinancing,VA-guaranteed,Application denied by financial institution,2520
2013,CO,Refinancing,VA-guaranteed,Loan originated,11832
2013,CA,Refinancing,FHA-insured,Application denied by financial institution,16602
2013,CA,Refinancing,FHA-insured,Loan originated,45522
2013,CA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,56
2013,CA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,108
2013,CA,Refinancing,FSA/RHS-guaranteed,Loan originated,384
2013,CA,Refinancing,VA-guaranteed,Application approved but not accepted,2301
2013,CA,Refinancing,VA-guaranteed,Application denied by financial institution,7560
2013,CA,Refinancing,VA-guaranteed,Loan originated,26532
2013,CO,Home purchase,Conventional,Application approved but not accepted,4291
2013,CO,Home purchase,Conventional,Application denied by financial institution,8132
2013,CO,Home purchase,Conventional,Loan originated,62110
2013,CO,Home purchase,FHA-insured,Application approved but not accepted,848
2013,CO,Home purchase,FHA-insured,Application denied by financial institution,2884
2013,CO,Home purchase,FHA-insured,Loan originated,17052
2013,CO,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,69
2013,CO,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,283
2013,CA,Home purchase,Conventional,Application approved but not accepted,22110
2013,CA,Home purchase,Conventional,Application denied by financial institution,40100
2013,CA,Home purchase,Conventional,Loan originated,230864
2013,CA,Home purchase,FHA-insured,Application approved but not accepted,5076
2013,CA,Home purchase,FHA-insured,Application denied by financial institution,15754
2013,CA,Home purchase,FHA-insured,Loan originated,67595
2013,CA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,214
2013,CA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,620
2013,CA,Home purchase,FSA/RHS-guaranteed,Loan originated,3614
2013,CA,Home purchase,VA-guaranteed,Application approved but not accepted,1154
2013,CA,Home purchase,VA-guaranteed,Application denied by financial institution,3156
2013,CA,Home purchase,VA-guaranteed,Loan originated,18404
2013,CA,Refinancing,Conventional,Application approved but not accepted,60087
2013,CA,Refinancing,Conventional,Application denied by financial institution,199340
2013,CA,Refinancing,Conventional,Loan originated,732401
2013,CA,Refinancing,FHA-insured,Application approved but not accepted,5487
2013,AZ,Home purchase,FSA/RHS-guaranteed,Loan originated,2392
2013,AZ,Home purchase,VA-guaranteed,Application approved but not accepted,288
2013,AZ,Home purchase,VA-guaranteed,Application denied by financial institution,1535
2013,AZ,Home purchase,VA-guaranteed,Loan originated,8803
2013,AZ,Refinancing,Conventional,Application approved but not accepted,9235
2013,AZ,Refinancing,Conventional,Application denied by financial institution,29681
2013,AZ,Refinancing,Conventional,Loan originated,114439
2013,AZ,Refinancing,FHA-insured,Application approved but not accepted,901
2013,AZ,Refinancing,FHA-insured,Application denied by financial institution,3354
2013,AZ,Refinancing,FHA-insured,Loan originated,12087
2013,AZ,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,4
2013,AZ,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,30
2013,AZ,Refinancing,FSA/RHS-guaranteed,Loan originated,196
2013,AZ,Refinancing,VA-guaranteed,Application approved but not accepted,606
2013,AZ,Refinancing,VA-guaranteed,Application denied by financial institution,2359
2013,AZ,Refinancing,VA-guaranteed,Loan originated,10003
2013,AR,Refinancing,FHA-insured,Application denied by financial institution,2219
2013,AR,Refinancing,FHA-insured,Loan originated,3955
2013,AR,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,24
2013,AR,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,63
2013,AR,Refinancing,FSA/RHS-guaranteed,Loan originated,295
2013,AR,Refinancing,VA-guaranteed,Application approved but not accepted,356
2013,AR,Refinancing,VA-guaranteed,Application denied by financial institution,923
2013,AR,Refinancing,VA-guaranteed,Loan originated,2863
2013,AZ,Home purchase,Conventional,Application approved but not accepted,3364
2013,AZ,Home purchase,Conventional,Application denied by financial institution,8577
2013,AZ,Home purchase,Conventional,Loan originated,50040
2013,AZ,Home purchase,FHA-insured,Application approved but not accepted,592
2013,AZ,Home purchase,FHA-insured,Application denied by financial institution,3951
2013,AZ,Home purchase,FHA-insured,Loan originated,22322
2013,AZ,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,66
2013,AZ,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,473
2013,AR,Home purchase,Conventional,Application approved but not accepted,3590
2013,AR,Home purchase,Conventional,Application denied by financial institution,7418
2013,AR,Home purchase,Conventional,Loan originated,19257
2013,AR,Home purchase,FHA-insured,Application approved but not accepted,299
2013,AR,Home purchase,FHA-insured,Application denied by financial institution,1041
2013,AR,Home purchase,FHA-insured,Loan originated,5101
2013,AR,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,135
2013,AR,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,627
2013,AR,Home purchase,FSA/RHS-guaranteed,Loan originated,3497
2013,AR,Home purchase,VA-guaranteed,Application approved but not accepted,78
2013,AR,Home purchase,VA-guaranteed,Application denied by financial institution,509
2013,AR,Home purchase,VA-guaranteed,Loan originated,2319
2013,AR,Refinancing,Conventional,Application approved but not accepted,2664
2013,AR,Refinancing,Conventional,Application denied by financial institution,9959
2013,AR,Refinancing,Conventional,Loan originated,30351
2013,AR,Refinancing,FHA-insured,Application approved but not accepted,505
2013,AL,Home purchase,FSA/RHS-guaranteed,Loan originated,3501
2013,AL,Home purchase,VA-guaranteed,Application approved but not accepted,151
2013,AL,Home purchase,VA-guaranteed,Application denied by financial institution,819
2013,AL,Home purchase,VA-guaranteed,Loan originated,4616
2013,AL,Refinancing,Conventional,Application approved but not accepted,6804
2013,AL,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,143
2013,AL,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,809
2013,AL,Refinancing,Conventional,Application denied by financial institution,21421
2013,AL,Refinancing,Conventional,Loan originated,53742
2013,AL,Refinancing,FHA-insured,Application approved but not accepted,1573
2013,AL,Refinancing,FHA-insured,Application denied by financial institution,5403
2013,AL,Refinancing,FHA-insured,Loan originated,8066
2013,AL,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,21
2013,AL,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,83
2013,AL,Refinancing,FSA/RHS-guaranteed,Loan originated,152
2013,AL,Refinancing,VA-guaranteed,Application approved but not accepted,744
2013,AL,Refinancing,VA-guaranteed,Application denied by financial institution,2248
2013,AL,Refinancing,VA-guaranteed,Loan originated,6372
2013,AK,Refinancing,FHA-insured,Application denied by financial institution,334
2013,AK,Refinancing,FHA-insured,Loan originated,1027
2013,AK,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,4
2013,WY,Home purchase,VA-guaranteed,Loan originated,901
2013,WY,Refinancing,Conventional,Application approved but not accepted,673
2013,WY,Refinancing,Conventional,Application denied by financial institution,2130
2013,WY,Refinancing,Conventional,Loan originated,7232
2013,WY,Refinancing,FHA-insured,Application approved but not accepted,180
2013,WY,Refinancing,FHA-insured,Application denied by financial institution,392
2013,WY,Refinancing,FHA-insured,Loan originated,877
2013,WY,Home purchase,Conventional,Application approved but not accepted,259
2013,WY,Home purchase,Conventional,Application denied by financial institution,776
2013,WY,Home purchase,Conventional,Loan originated,4649
2013,WY,Home purchase,FHA-insured,Application approved but not accepted,61
2013,WV,Home purchase,FSA/RHS-guaranteed,Loan originated,1715
2013,WV,Home purchase,VA-guaranteed,Application approved but not accepted,44
2013,WV,Home purchase,VA-guaranteed,Application denied by financial institution,317
2013,WV,Home purchase,VA-guaranteed,Loan originated,1089
2013,WV,Refinancing,Conventional,Application approved but not accepted,1233
2013,AK,Refinancing,Conventional,Application denied by financial institution,2269
2013,AK,Refinancing,Conventional,Application approved but not accepted,769
2013,AK,Home purchase,VA-guaranteed,Loan originated,2040
2013,AK,Home purchase,VA-guaranteed,Application denied by financial institution,252
2013,AK,Home purchase,VA-guaranteed,Application approved but not accepted,109
2013,AK,Home purchase,FSA/RHS-guaranteed,Loan originated,356
2013,AK,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,54
2013,AK,Home purchase,Conventional,Application approved but not accepted,303
2014,AK,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,24
2014,AK,Home purchase,FHA-insured,Loan originated,1617
2014,AK,Home purchase,FHA-insured,Application denied by financial institution,233
2014,AK,Home purchase,FHA-insured,Application approved but not accepted,121
2014,AL,Home purchase,VA-guaranteed,Application denied by financial institution,742
2014,AL,Home purchase,VA-guaranteed,Application approved but not accepted,156
2014,AL,Home purchase,FSA/RHS-guaranteed,Loan originated,3469
2014,AL,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,819
2014,AL,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,167
2014,AL,Home purchase,FHA-insured,Loan originated,7673
2014,AL,Home purchase,FHA-insured,Application denied by financial institution,2127
2014,AL,Home purchase,FHA-insured,Application approved but not accepted,474
2014,AL,Home purchase,Conventional,Loan originated,27762
2014,AK,Home purchase,Conventional,Loan originated,4575
2014,AK,Home purchase,Conventional,Application denied by financial institution,497
2014,AK,Home purchase,Conventional,Application approved but not accepted,390
2014,AR,Home purchase,FHA-insured,Application approved but not accepted,260
2014,AL,Home purchase,Conventional,Application denied by financial institution,8873
2014,AL,Home purchase,Conventional,Application approved but not accepted,4211
2014,AK,Refinancing,VA-guaranteed,Loan originated,909
2014,AK,Refinancing,VA-guaranteed,Application denied by financial institution,303
2014,AK,Refinancing,VA-guaranteed,Application approved but not accepted,51
2014,AK,Refinancing,FSA/RHS-guaranteed,Loan originated,5
2014,AK,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,5
2014,AR,Home purchase,Conventional,Loan originated,18999
2014,AR,Home purchase,Conventional,Application denied by financial institution,6469
2014,AK,Refinancing,FHA-insured,Loan originated,412
2014,AK,Refinancing,FHA-insured,Application denied by financial institution,232
2014,AK,Refinancing,FHA-insured,Application approved but not accepted,41
2014,AK,Refinancing,Conventional,Loan originated,3084
2014,AK,Refinancing,Conventional,Application denied by financial institution,1468
2014,AK,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,36
2014,AR,Home purchase,VA-guaranteed,Application denied by financial institution,478
2014,AZ,Refinancing,FHA-insured,Loan originated,5364
2014,AZ,Refinancing,FHA-insured,Application denied by financial institution,2717
2014,AZ,Refinancing,FHA-insured,Application approved but not accepted,246
2014,AZ,Refinancing,Conventional,Loan originated,49425
2014,AZ,Refinancing,Conventional,Application denied by financial institution,20482
2014,AZ,Refinancing,Conventional,Application approved but not accepted,3746
2014,AZ,Home purchase,VA-guaranteed,Loan originated,10309
2014,AZ,Home purchase,VA-guaranteed,Application denied by financial institution,1229
2014,AZ,Home purchase,VA-guaranteed,Application approved but not accepted,259
2014,AR,Home purchase,Conventional,Application approved but not accepted,2549
2014,AL,Refinancing,VA-guaranteed,Loan originated,4322
2014,AL,Refinancing,VA-guaranteed,Application denied by financial institution,2582
2014,AL,Refinancing,VA-guaranteed,Application approved but not accepted,396
2014,AL,Refinancing,FSA/RHS-guaranteed,Loan originated,34
2014,AL,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,31
2014,AZ,Home purchase,Conventional,Loan originated,50621
2014,CA,Home purchase,VA-guaranteed,Application approved but not accepted,1206
2014,CA,Home purchase,FSA/RHS-guaranteed,Loan originated,3413
2014,CA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,689
2014,CA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,222
2014,CA,Home purchase,FHA-insured,Loan originated,61402
2014,CA,Home purchase,FHA-insured,Application denied by financial institution,12213
2014,CA,Home purchase,FHA-insured,Application approved but not accepted,3772
2014,CA,Home purchase,Conventional,Loan originated,228579
2014,CA,Home purchase,Conventional,Application denied by financial institution,37479
2014,AR,Refinancing,FHA-insured,Application denied by financial institution,1689
2014,AR,Refinancing,FHA-insured,Application approved but not accepted,276
2014,AR,Refinancing,Conventional,Loan originated,14565
2014,AR,Refinancing,Conventional,Application denied by financial institution,6907
2014,AR,Refinancing,Conventional,Application approved but not accepted,1244
2014,AR,Home purchase,VA-guaranteed,Loan originated,2612
2014,AZ,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2014,CO,Home purchase,Conventional,Application denied by financial institution,8203
2014,CO,Home purchase,Conventional,Application approved but not accepted,3641
2014,CA,Refinancing,VA-guaranteed,Loan originated,25877
2014,CA,Refinancing,VA-guaranteed,Application denied by financial institution,8938
2014,CA,Refinancing,VA-guaranteed,Application approved but not accepted,1487
2014,CA,Refinancing,FSA/RHS-guaranteed,Loan originated,42
2014,CA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,56
2014,CA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,13
2014,CA,Refinancing,FHA-insured,Loan originated,17261
2014,AZ,Home purchase,FSA/RHS-guaranteed,Loan originated,2662
2014,AZ,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,460
2014,AZ,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,64
2014,AZ,Home purchase,FHA-insured,Loan originated,23466
2014,AZ,Home purchase,FHA-insured,Application denied by financial institution,3629
2014,AZ,Home purchase,FHA-insured,Application approved but not accepted,595
2014,CA,Home purchase,VA-guaranteed,Application denied by financial institution,2971
2014,CO,Refinancing,FHA-insured,Loan originated,5395
2014,CO,Refinancing,FHA-insured,Application denied by financial institution,3109
2014,CO,Refinancing,FHA-insured,Application approved but not accepted,352
2014,CO,Refinancing,Conventional,Loan originated,52997
2014,CO,Refinancing,Conventional,Application denied by financial institution,19494
2014,CO,Refinancing,Conventional,Application approved but not accepted,3067
2014,CO,Home purchase,VA-guaranteed,Loan originated,11203
2014,CO,Home purchase,VA-guaranteed,Application denied by financial institution,1058
2014,CO,Home purchase,VA-guaranteed,Application approved but not accepted,438
2014,CA,Home purchase,Conventional,Application approved but not accepted,17944
2014,AZ,Refinancing,VA-guaranteed,Loan originated,7611
2014,AZ,Refinancing,VA-guaranteed,Application denied by financial institution,2709
2014,AZ,Refinancing,VA-guaranteed,Application approved but not accepted,298
2014,AZ,Refinancing,FSA/RHS-guaranteed,Loan originated,34
2014,AZ,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,11
2014,CO,Home purchase,Conventional,Loan originated,66787
2014,CT,Home purchase,VA-guaranteed,Application approved but not accepted,41
2014,CT,Home purchase,FSA/RHS-guaranteed,Loan originated,742
2014,CT,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,138
2014,CT,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,27
2014,CT,Home purchase,FHA-insured,Loan originated,5211
2014,CT,Home purchase,FHA-insured,Application denied by financial institution,1236
2014,CT,Home purchase,FHA-insured,Application approved but not accepted,219
2014,CT,Home purchase,Conventional,Loan originated,22661
2014,CT,Home purchase,Conventional,Application denied by financial institution,3124
2014,CA,Refinancing,FHA-insured,Application denied by financial institution,10384
2014,CA,Refinancing,FHA-insured,Application approved but not accepted,1415
2014,CA,Refinancing,Conventional,Loan originated,356953
2014,CA,Refinancing,Conventional,Application denied by financial institution,129492
2014,CA,Refinancing,Conventional,Application approved but not accepted,22760
2014,CA,Home purchase,VA-guaranteed,Loan originated,22833
2014,CO,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2014,DC,Home purchase,Conventional,Application denied by financial institution,678
2014,DC,Home purchase,Conventional,Application approved but not accepted,201
2014,CT,Refinancing,VA-guaranteed,Loan originated,968
2014,CT,Refinancing,VA-guaranteed,Application denied by financial institution,702
2014,CT,Refinancing,VA-guaranteed,Application approved but not accepted,85
2014,CT,Refinancing,FSA/RHS-guaranteed,Loan originated,19
2014,CT,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,6
2014,CT,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2014,CT,Refinancing,FHA-insured,Loan originated,1850
2014,CO,Home purchase,FSA/RHS-guaranteed,Loan originated,1636
2014,CO,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,317
2014,CO,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,81
2014,CO,Home purchase,FHA-insured,Loan originated,16575
2014,CO,Home purchase,FHA-insured,Application denied by financial institution,2523
2014,CO,Home purchase,FHA-insured,Application approved but not accepted,816
2014,CT,Home purchase,VA-guaranteed,Application denied by financial institution,202
2014,DC,Refinancing,VA-guaranteed,Application denied by financial institution,101
2014,DC,Refinancing,VA-guaranteed,Application approved but not accepted,9
2014,DC,Refinancing,FHA-insured,Loan originated,254
2014,DC,Refinancing,FHA-insured,Application denied by financial institution,220
2014,DC,Refinancing,FHA-insured,Application approved but not accepted,15
2014,DC,Refinancing,Conventional,Loan originated,5346
2014,DC,Refinancing,Conventional,Application denied by financial institution,2265
2014,DC,Refinancing,Conventional,Application approved but not accepted,327
2014,DC,Home purchase,VA-guaranteed,Loan originated,319
2014,CT,Home purchase,Conventional,Application approved but not accepted,1014
2014,CO,Refinancing,VA-guaranteed,Loan originated,8253
2014,CO,Refinancing,VA-guaranteed,Application denied by financial institution,2271
2014,CO,Refinancing,VA-guaranteed,Application approved but not accepted,392
2014,CO,Refinancing,FSA/RHS-guaranteed,Loan originated,26
2014,CO,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,19
2014,DC,Home purchase,Conventional,Loan originated,6753
2014,DE,Refinancing,Conventional,Loan originated,5691
2014,DE,Refinancing,Conventional,Application denied by financial institution,2717
2014,DE,Refinancing,Conventional,Application approved but not accepted,420
2014,DE,Home purchase,VA-guaranteed,Loan originated,1040
2014,DE,Home purchase,VA-guaranteed,Application denied by financial institution,142
2014,DE,Home purchase,VA-guaranteed,Application approved but not accepted,36
2014,DE,Home purchase,FSA/RHS-guaranteed,Loan originated,668
2014,DE,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,118
2014,DE,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,30
2014,CT,Refinancing,FHA-insured,Application denied by financial institution,1671
2014,CT,Refinancing,FHA-insured,Application approved but not accepted,282
2014,CT,Refinancing,Conventional,Loan originated,21166
2014,CT,Refinancing,Conventional,Application denied by financial institution,9928
2014,CT,Refinancing,Conventional,Application approved but not accepted,1631
2014,CT,Home purchase,VA-guaranteed,Loan originated,1341
2014,DC,Refinancing,VA-guaranteed,Loan originated,239
2014,FL,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,275
2014,FL,Home purchase,FHA-insured,Loan originated,43725
2014,FL,Home purchase,FHA-insured,Application denied by financial institution,13375
2014,FL,Home purchase,FHA-insured,Application approved but not accepted,1982
2014,FL,Home purchase,Conventional,Loan originated,148810
2014,FL,Home purchase,Conventional,Application denied by financial institution,37598
2014,FL,Home purchase,Conventional,Application approved but not accepted,9758
2014,DE,Refinancing,VA-guaranteed,Loan originated,810
2014,DE,Refinancing,VA-guaranteed,Application denied by financial institution,426
2014,DC,Home purchase,VA-guaranteed,Application denied by financial institution,27
2014,DC,Home purchase,VA-guaranteed,Application approved but not accepted,17
2014,DC,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,1
2014,DC,Home purchase,FHA-insured,Loan originated,606
2014,DC,Home purchase,FHA-insured,Application denied by financial institution,136
2014,DC,Home purchase,FHA-insured,Application approved but not accepted,32
2014,DE,Refinancing,FHA-insured,Application approved but not accepted,90
2014,FL,Refinancing,VA-guaranteed,Application denied by financial institution,6583
2014,FL,Refinancing,VA-guaranteed,Application approved but not accepted,914
2014,FL,Refinancing,FSA/RHS-guaranteed,Loan originated,60
2014,FL,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,35
2014,FL,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,11
2014,FL,Refinancing,FHA-insured,Loan originated,8808
2014,FL,Refinancing,FHA-insured,Application denied by financial institution,7743
2014,FL,Refinancing,FHA-insured,Application approved but not accepted,721
2014,FL,Refinancing,Conventional,Loan originated,91840
2014,DE,Home purchase,FHA-insured,Loan originated,1878
2014,DE,Home purchase,FHA-insured,Application denied by financial institution,356
2014,DE,Home purchase,FHA-insured,Application approved but not accepted,90
2014,DE,Home purchase,Conventional,Loan originated,7106
2014,DE,Home purchase,Conventional,Application denied by financial institution,1377
2014,DE,Home purchase,Conventional,Application approved but not accepted,479
2014,FL,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,1560
2014,GA,Refinancing,Conventional,Loan originated,58017
2014,GA,Refinancing,Conventional,Application denied by financial institution,27294
2014,GA,Refinancing,Conventional,Application approved but not accepted,3522
2014,GA,Home purchase,VA-guaranteed,Loan originated,12204
2014,GA,Home purchase,VA-guaranteed,Application denied by financial institution,1915
2014,GA,Home purchase,VA-guaranteed,Application approved but not accepted,325
2014,GA,Home purchase,FSA/RHS-guaranteed,Loan originated,4303
2014,GA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,947
2014,GA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,121
2014,DE,Refinancing,VA-guaranteed,Application approved but not accepted,41
2014,DE,Refinancing,FSA/RHS-guaranteed,Loan originated,4
2014,DE,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,1
2014,DE,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,2
2014,DE,Refinancing,FHA-insured,Loan originated,667
2014,DE,Refinancing,FHA-insured,Application denied by financial institution,620
2014,FL,Refinancing,VA-guaranteed,Loan originated,12415
2014,HI,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,15
2014,HI,Home purchase,FHA-insured,Loan originated,361
2014,HI,Home purchase,FHA-insured,Application denied by financial institution,108
2014,HI,Home purchase,FHA-insured,Application approved but not accepted,15
2014,HI,Home purchase,Conventional,Loan originated,7887
2014,HI,Home purchase,Conventional,Application denied by financial institution,902
2014,HI,Home purchase,Conventional,Application approved but not accepted,338
2014,GA,Refinancing,VA-guaranteed,Loan originated,9057
2014,GA,Refinancing,VA-guaranteed,Application denied by financial institution,4723
2014,FL,Refinancing,Conventional,Application denied by financial institution,56127
2014,FL,Refinancing,Conventional,Application approved but not accepted,8961
2014,FL,Home purchase,VA-guaranteed,Loan originated,23790
2014,FL,Home purchase,VA-guaranteed,Application denied by financial institution,4403
2014,FL,Home purchase,VA-guaranteed,Application approved but not accepted,894
2014,FL,Home purchase,FSA/RHS-guaranteed,Loan originated,4607
2014,GA,Refinancing,FHA-insured,Application approved but not accepted,477
2014,HI,Refinancing,VA-guaranteed,Application denied by financial institution,450
2014,HI,Refinancing,VA-guaranteed,Application approved but not accepted,63
2014,HI,Refinancing,FSA/RHS-guaranteed,Loan originated,5
2014,HI,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,2
2014,HI,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2014,HI,Refinancing,FHA-insured,Loan originated,300
2014,HI,Refinancing,FHA-insured,Application denied by financial institution,274
2014,HI,Refinancing,FHA-insured,Application approved but not accepted,18
2014,HI,Refinancing,Conventional,Loan originated,7303
2014,GA,Home purchase,FHA-insured,Loan originated,22724
2014,GA,Home purchase,FHA-insured,Application denied by financial institution,5993
2014,GA,Home purchase,FHA-insured,Application approved but not accepted,812
2014,GA,Home purchase,Conventional,Loan originated,60664
2014,GA,Home purchase,Conventional,Application denied by financial institution,12043
2014,GA,Home purchase,Conventional,Application approved but not accepted,4059
2014,HI,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,121
2014,IA,Refinancing,Conventional,Loan originated,22376
2014,IA,Refinancing,Conventional,Application denied by financial institution,6544
2014,IA,Refinancing,Conventional,Application approved but not accepted,1305
2014,IA,Home purchase,VA-guaranteed,Loan originated,2008
2014,IA,Home purchase,VA-guaranteed,Application denied by financial institution,315
2014,IA,Home purchase,VA-guaranteed,Application approved but not accepted,57
2014,IA,Home purchase,FSA/RHS-guaranteed,Loan originated,2067
2014,IA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,527
2014,IA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,79
2014,GA,Refinancing,VA-guaranteed,Application approved but not accepted,561
2014,GA,Refinancing,FSA/RHS-guaranteed,Loan originated,33
2014,GA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,25
2014,GA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,2
2014,GA,Refinancing,FHA-insured,Loan originated,8327
2014,GA,Refinancing,FHA-insured,Application denied by financial institution,6952
2014,HI,Refinancing,VA-guaranteed,Loan originated,1508
2014,ID,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,42
2014,ID,Home purchase,FHA-insured,Loan originated,4262
2014,ID,Home purchase,FHA-insured,Application denied by financial institution,860
2014,ID,Home purchase,FHA-insured,Application approved but not accepted,181
2014,ID,Home purchase,Conventional,Loan originated,15291
2014,ID,Home purchase,Conventional,Application denied by financial institution,2155
2014,ID,Home purchase,Conventional,Application approved but not accepted,802
2014,IA,Refinancing,VA-guaranteed,Loan originated,1182
2014,IA,Refinancing,VA-guaranteed,Application denied by financial institution,656
2014,HI,Refinancing,Conventional,Application denied by financial institution,2618
2014,HI,Refinancing,Conventional,Application approved but not accepted,454
2014,HI,Home purchase,VA-guaranteed,Loan originated,2105
2014,HI,Home purchase,VA-guaranteed,Application denied by financial institution,192
2014,HI,Home purchase,VA-guaranteed,Application approved but not accepted,64
2014,HI,Home purchase,FSA/RHS-guaranteed,Loan originated,519
2014,IA,Refinancing,FHA-insured,Application approved but not accepted,144
2014,ID,Refinancing,VA-guaranteed,Application denied by financial institution,582
2014,ID,Refinancing,VA-guaranteed,Application approved but not accepted,87
2014,ID,Refinancing,FSA/RHS-guaranteed,Loan originated,18
2014,ID,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,15
2014,ID,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,2
2014,ID,Refinancing,FHA-insured,Loan originated,1169
2014,ID,Refinancing,FHA-insured,Application denied by financial institution,889
2014,ID,Refinancing,FHA-insured,Application approved but not accepted,76
2014,ID,Refinancing,Conventional,Loan originated,10974
2014,IA,Home purchase,FHA-insured,Loan originated,4042
2014,IA,Home purchase,FHA-insured,Application denied by financial institution,839
2014,IA,Home purchase,FHA-insured,Application approved but not accepted,130
2014,IA,Home purchase,Conventional,Loan originated,31361
2014,IA,Home purchase,Conventional,Application denied by financial institution,3307
2014,IA,Home purchase,Conventional,Application approved but not accepted,1592
2014,ID,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,248
2014,IL,Refinancing,Conventional,Loan originated,85111
2014,IL,Refinancing,Conventional,Application denied by financial institution,32628
2014,IL,Refinancing,Conventional,Application approved but not accepted,5399
2014,IL,Home purchase,VA-guaranteed,Loan originated,5366
2014,IL,Home purchase,VA-guaranteed,Application denied by financial institution,875
2014,IL,Home purchase,VA-guaranteed,Application approved but not accepted,170
2014,IL,Home purchase,FSA/RHS-guaranteed,Loan originated,3523
2014,IL,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,810
2014,IL,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,164
2014,IA,Refinancing,VA-guaranteed,Application approved but not accepted,75
2014,IA,Refinancing,FSA/RHS-guaranteed,Loan originated,26
2014,IA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,6
2014,IA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,3
2014,IA,Refinancing,FHA-insured,Loan originated,1472
