as_of_year,state_code,state_abbr,msamd,msamd_name,total_applications,total_originated,total_denied,denial_rate,origination_rate,conventional_share,govt_backed_share,purchase_share,recovery_index
2013,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",25356,20629,4727,0.1864,0.8136,0.8947,0.1053,0.3175,0.2192
2013,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",25356,20629,4727,0.1864,0.8136,0.8947,0.1053,0.3175,8.3271
2013,12,FL,15980,"Cape Coral, Fort Myers - FL",25153,19361,5792,0.2303,0.7697,0.8234,0.1722,0.44,0.559
2013,12,FL,18880,"Crestview, Fort Walton Beach, Destin - FL",8931,6989,1942,0.2174,0.7826,0.5624,0.4199,0.397,
2013,12,FL,19660,"Deltona, Daytona Beach, Ormond Beach - FL",16674,12387,4287,0.2571,0.7429,0.7789,0.2134,0.376,0.6134
2013,12,FL,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL",52054,37552,14502,0.2786,0.7214,0.8193,0.1807,0.3713,0.4934
2013,12,FL,23540,Gainesville - FL,7160,5449,1711,0.239,0.761,0.7828,0.2008,0.4101,0.7592
2013,12,FL,27260,Jacksonville - FL,51590,39243,12347,0.2393,0.7607,0.6845,0.3042,0.4073,0.676
2013,12,FL,29460,"Lakeland, Winter Haven - FL",15642,11369,4273,0.2732,0.7268,0.7139,0.2517,0.4029,0.4768
2013,12,FL,33124,"Miami, Miami Beach, Kendall - FL",53141,36471,16670,0.3137,0.6863,0.8347,0.1653,0.3674,0.3913
2013,12,FL,34940,"Naples, Marco Island - FL",14359,10995,3364,0.2343,0.7657,0.8784,0.1063,0.4615,0.7502
2013,12,FL,35840,"North Port, Bradenton, Sarasota - FL",27745,21658,6087,0.2194,0.7806,0.8293,0.1617,0.4372,
2013,12,FL,36100,Ocala - FL,9558,6909,2649,0.2772,0.7228,0.7497,0.212,0.4001,0.5299
2013,12,FL,36740,"Orlando, Kissimmee, Sanford - FL",72914,55461,17453,0.2394,0.7606,0.7565,0.2308,0.4076,0.5661
2013,12,FL,37340,"Palm Bay, Melbourne, Titusville - FL",20610,16042,4568,0.2216,0.7784,0.7479,0.2501,0.3767,0.7632
2013,12,FL,37380,Palm Coast - FL,4394,3264,1130,0.2572,0.7428,0.8,0.1759,0.3737,0.6593
2013,12,FL,37460,"Panama City, Lynn Haven, Panama City Beach - FL",7332,5217,2115,0.2885,0.7115,0.7264,0.2482,0.4309,0.718
2013,12,FL,37860,"Pensacola, Ferry Pass, Brent - FL",16735,12950,3785,0.2262,0.7738,0.6182,0.3599,0.3736,0.8441
2013,12,FL,38940,Port St. Lucie - FL,14458,10825,3633,0.2513,0.7487,0.7632,0.2335,0.4174,0.5914
2013,12,FL,39460,Punta Gorda - FL,6222,4776,1446,0.2324,0.7676,0.8383,0.1591,0.4023,0.6145
2013,12,FL,42680,"Sebastian, Vero Beach - FL",4776,3611,1165,0.2439,0.7561,0.8331,0.1629,0.4052,0.6774
2013,12,FL,45220,Tallahassee - FL,10198,7678,2520,0.2471,0.7529,0.7711,0.2155,0.3681,0.6944
2013,12,FL,45300,"Tampa, St. Petersburg, Clearwater - FL",91928,69934,21994,0.2393,0.7607,0.7507,0.2401,0.3915,0.6318
2013,12,FL,48424,"West Palm Beach, Boca Raton, Boynton Beach - FL",42104,31313,10791,0.2563,0.7437,0.8398,0.1601,0.3993,0.6255
2013,13,GA,10500,Albany - GA,3859,2820,1039,0.2692,0.7308,0.709,0.2762,0.3327,0.6915
2013,13,GA,12020,"Athens, Clarke County - GA",6205,4951,1254,0.2021,0.7979,0.8161,0.1689,0.3114,0.834
2013,13,GA,12060,"Atlanta, Sandy Springs, Marietta - GA",201074,156858,44216,0.2199,0.7801,0.7344,0.2562,0.3403,0.71
2013,13,GA,12260,"Augusta, Richmond County - GA, SC",12442,9385,3057,0.2457,0.7543,0.54,0.4565,0.3781,0.8498
2013,13,GA,12260,"Augusta, Richmond County - GA, SC",12442,9385,3057,0.2457,0.7543,0.54,0.4565,0.3781,1.9784
2013,13,GA,15260,Brunswick - GA,3800,2945,855,0.225,0.775,0.795,0.19,0.3153,0.7758
2013,13,GA,16860,"Chattanooga - TN, GA",4720,3424,1296,0.2746,0.7254,0.7197,0.2388,0.3568,0.7196
2013,13,GA,16860,"Chattanooga - TN, GA",4720,3424,1296,0.2746,0.7254,0.7197,0.2388,0.3568,0.2744
2013,13,GA,17980,"Columbus - GA, AL",6941,5218,1723,0.2482,0.7518,0.5515,0.4426,0.3044,3.6245
2013,13,GA,17980,"Columbus - GA, AL",6941,5218,1723,0.2482,0.7518,0.5515,0.4426,0.3044,0.7005
2013,13,GA,19140,Dalton - GA,3207,2139,1068,0.333,0.667,0.7368,0.2236,0.3573,0.6769
2013,13,GA,23580,Gainesville - GA,5657,4434,1223,0.2162,0.7838,0.7414,0.2439,0.3564,0.7408
2013,13,GA,25980,"Hinesville, Fort Stewart - GA",2575,1889,686,0.2664,0.7336,0.3584,0.6283,0.3522,0.8904
2013,13,GA,31420,Macon - GA,5429,3890,1539,0.2835,0.7165,0.7565,0.2306,0.2851,0.5823
2013,13,GA,40660,Rome - GA,2494,1906,588,0.2358,0.7642,0.7426,0.2458,0.2967,0.7463
2013,13,GA,42340,Savannah - GA,13665,10542,3123,0.2285,0.7715,0.6418,0.3283,0.3677,0.8115
2013,13,GA,46660,Valdosta - GA,4427,3548,879,0.1986,0.8014,0.6815,0.2927,0.3334,0.7931
2013,13,GA,47580,Warner Robins - GA,5705,4468,1237,0.2168,0.7832,0.5448,0.4429,0.3036,0.8956
2013,15,HI,26180,Honolulu - HI,27117,22952,4165,0.1536,0.8464,0.7957,0.1851,0.2871,1.0069
2013,16,ID,14260,"Boise City, Nampa - ID",30073,24405,5668,0.1885,0.8115,0.7727,0.2195,0.3831,0.8714
2013,16,ID,17660,Coeur D'Alene - ID,6919,5480,1439,0.208,0.792,0.7633,0.1914,0.3972,0.8678
2013,16,ID,26820,Idaho Falls - ID,4999,3904,1095,0.219,0.781,0.7325,0.2334,0.3827,0.7982
2013,16,ID,30300,"Lewiston - ID, WA",1572,1170,402,0.2557,0.7443,0.7271,0.2723,0.376,0.9956
2013,16,ID,30300,"Lewiston - ID, WA",1572,1170,402,0.2557,0.7443,0.7271,0.2723,0.376,1.6795
2013,16,ID,30860,"Logan - UT, ID",426,309,117,0.2746,0.7254,0.7441,0.1596,0.3122,0.9509
2013,16,ID,30860,"Logan - UT, ID",426,309,117,0.2746,0.7254,0.7441,0.1596,0.3122,0.1027
2013,16,ID,38540,Pocatello - ID,3422,2605,817,0.2387,0.7613,0.7776,0.2113,0.3816,0.8232
2013,17,IL,14060,"Bloomington, Normal - IL",6882,5891,991,0.144,0.856,0.8282,0.1514,0.3994,1.2046
2013,17,IL,16020,"Cape Girardeau, Jackson - MO, IL",62,32,30,0.4839,0.5161,0.7097,0.1613,0.5161,
2013,17,IL,16580,"Champaign, Urbana - IL",7307,6169,1138,0.1557,0.8443,0.8529,0.1163,0.3836,1.029
2013,17,IL,16974,"Chicago, Joliet, Naperville - IL",273615,215465,58150,0.2125,0.7875,0.8439,0.1552,0.3328,0.7246
2013,17,IL,19180,Danville - IL,1717,1195,522,0.304,0.696,0.763,0.1835,0.346,0.7912
2013,17,IL,19340,"Davenport, Moline, Rock Island - IA, IL",6748,5431,1317,0.1952,0.8048,0.8139,0.1649,0.3816,0.8867
2013,17,IL,19340,"Davenport, Moline, Rock Island - IA, IL",6748,5431,1317,0.1952,0.8048,0.8139,0.1649,0.3816,1.0307
2013,17,IL,19500,Decatur - IL,2726,2251,475,0.1742,0.8258,0.7667,0.2205,0.4094,0.7283
2013,17,IL,28100,"Kankakee, Bradley - IL",2993,2225,768,0.2566,0.7434,0.7711,0.2168,0.3351,0.6564
2013,17,IL,29404,"Lake County, Kenosha County - IL, WI",27504,22377,5127,0.1864,0.8136,0.8549,0.1451,0.321,0.8453
2013,17,IL,29404,"Lake County, Kenosha County - IL, WI",27504,22377,5127,0.1864,0.8136,0.8549,0.1451,0.321,3.7507
2013,17,IL,37900,Peoria - IL,12520,10431,2089,0.1669,0.8331,0.8072,0.1699,0.4038,0.8704
2013,17,IL,40420,Rockford - IL,10741,8305,2436,0.2268,0.7732,0.7774,0.2214,0.319,0.7079
2013,17,IL,41180,"St. Louis - MO, IL",24200,19040,5160,0.2132,0.7868,0.7308,0.2433,0.318,0.7886
2013,17,IL,41180,"St. Louis - MO, IL",24200,19040,5160,0.2132,0.7868,0.7308,0.2433,0.318,0.2143
2013,17,IL,44100,Springfield - IL,7457,6250,1207,0.1619,0.8381,0.7947,0.1729,0.4184,0.9515
2013,18,IN,11300,Anderson - IN,3743,2664,1079,0.2883,0.7117,0.6968,0.2771,0.3003,0.7813
2013,18,IN,14020,Bloomington - IN,5755,4458,1297,0.2254,0.7746,0.8007,0.1654,0.3635,0.9293
2013,18,IN,17140,"Cincinnati, Middletown - OH, KY, IN",3233,2383,850,0.2629,0.7371,0.8135,0.1361,0.2737,0.947
2013,18,IN,17140,"Cincinnati, Middletown - OH, KY, IN",3233,2383,850,0.2629,0.7371,0.8135,0.1361,0.2737,0.1698
2013,18,IN,17140,"Cincinnati, Middletown - OH, KY, IN",3233,2383,850,0.2629,0.7371,0.8135,0.1361,0.2737,0.0502
2013,18,IN,18020,Columbus - IN,3161,2543,618,0.1955,0.8045,0.7922,0.1892,0.3603,1.1052
2013,18,IN,21140,"Elkhart, Goshen - IN",5892,4620,1272,0.2159,0.7841,0.7576,0.2149,0.3724,0.8436
2013,18,IN,21780,"Evansville - IN, KY",10560,7922,2638,0.2498,0.7502,0.817,0.1621,0.3582,0.9936
2013,18,IN,21780,"Evansville - IN, KY",10560,7922,2638,0.2498,0.7502,0.817,0.1621,0.3582,5.7174
2013,18,IN,23060,Fort Wayne - IN,14931,12218,2713,0.1817,0.8183,0.7157,0.2611,0.385,0.9933
2013,18,IN,23844,Gary - IN,23125,17910,5215,0.2255,0.7745,0.7201,0.2741,0.3324,0.7811
2013,18,IN,26900,"Indianapolis, Carmel - IN",74737,58825,15912,0.2129,0.7871,0.7191,0.2694,0.354,0.953
2013,18,IN,29020,Kokomo - IN,3206,2430,776,0.242,0.758,0.7289,0.2508,0.3422,0.8321
2013,18,IN,29140,Lafayette - IN,6836,5517,1319,0.1929,0.8071,0.7506,0.2238,0.3916,1.0946
2013,18,IN,31140,"Louisville, Jefferson County - KY, IN",10284,7600,2684,0.261,0.739,0.7134,0.2414,0.3597,0.9718
2013,18,IN,31140,"Louisville, Jefferson County - KY, IN",10284,7600,2684,0.261,0.739,0.7134,0.2414,0.3597,0.2486
2013,18,IN,33140,"Michigan City, La Porte - IN",3740,2753,987,0.2639,0.7361,0.7436,0.2505,0.307,0.8712
2013,18,IN,34620,Muncie - IN,2682,1987,695,0.2591,0.7409,0.7401,0.2416,0.3262,0.7933
2013,18,IN,43780,"South Bend, Mishawaka - IN, MI",7434,5700,1734,0.2333,0.7667,0.747,0.2491,0.3419,0.7801
2013,18,IN,43780,"South Bend, Mishawaka - IN, MI",7434,5700,1734,0.2333,0.7667,0.747,0.2491,0.3419,3.5638
2013,18,IN,45460,Terre Haute - IN,4614,3363,1251,0.2711,0.7289,0.7802,0.186,0.3676,0.7601
2013,19,IA,11180,Ames - IA,2940,2563,377,0.1282,0.8718,0.8537,0.1003,0.4293,1.1737
2013,19,IA,16300,Cedar Rapids - IA,11171,9483,1688,0.1511,0.8489,0.8802,0.1081,0.3804,1.1568
2013,19,IA,19340,"Davenport, Moline, Rock Island - IA, IL",7241,6086,1155,0.1595,0.8405,0.8241,0.1688,0.3933,0.9515
2013,19,IA,19340,"Davenport, Moline, Rock Island - IA, IL",7241,6086,1155,0.1595,0.8405,0.8241,0.1688,0.3933,1.106
2013,19,IA,19780,"Des Moines, West Des Moines - IA",26026,22082,3944,0.1515,0.8485,0.8046,0.185,0.4086,1.0319
2013,19,IA,20220,Dubuque - IA,3768,3249,519,0.1377,0.8623,0.8999,0.09,0.3588,1.164
2013,19,IA,26980,Iowa City - IA,6477,5789,688,0.1062,0.8938,0.918,0.0553,0.4584,1.4301
2013,19,IA,36540,"Omaha, Council Bluffs - NE, IA",4367,3424,943,0.2159,0.7841,0.7454,0.2393,0.3339,0.8826
2013,19,IA,36540,"Omaha, Council Bluffs - NE, IA",4367,3424,943,0.2159,0.7841,0.7454,0.2393,0.3339,0.1593
2013,19,IA,43580,"Sioux City - IA, NE, SD",3116,2478,638,0.2047,0.7953,0.7837,0.2131,0.4092,0.9936
2013,19,IA,43580,"Sioux City - IA, NE, SD",3116,2478,638,0.2047,0.7953,0.7837,0.2131,0.4092,4.1272
2013,19,IA,43580,"Sioux City - IA, NE, SD",3116,2478,638,0.2047,0.7953,0.7837,0.2131,0.4092,5.8026
2013,19,IA,47940,"Waterloo, Cedar Falls - IA",5862,5020,842,0.1436,0.8564,0.885,0.1022,0.4258,1.029
2013,2,AK,11260,Anchorage - AK,15568,13101,2467,0.1585,0.8415,0.6161,0.3707,0.4104,0.9774
2013,2,AK,21820,Fairbanks - AK,2796,2268,528,0.1888,0.8112,0.583,0.4009,0.4034,0.8672
2013,20,KS,28140,"Kansas City - MO, KS",33801,28412,5389,0.1594,0.8406,0.7826,0.2037,0.3873,0.9372
2013,20,KS,28140,"Kansas City - MO, KS",33801,28412,5389,0.1594,0.8406,0.7826,0.2037,0.3873,0.5746
2013,20,KS,29940,Lawrence - KS,3829,3245,584,0.1525,0.8475,0.831,0.1567,0.3695,1.017
2013,20,KS,31740,Manhattan - KS,3887,3213,674,0.1734,0.8266,0.6527,0.328,0.4335,
2013,20,KS,41140,"St. Joseph - MO, KS",202,153,49,0.2426,0.7574,0.8812,0.099,0.3119,1.1038
2013,20,KS,41140,"St. Joseph - MO, KS",202,153,49,0.2426,0.7574,0.8812,0.099,0.3119,0.0391
2013,20,KS,45820,Topeka - KS,7549,6122,1427,0.189,0.811,0.7625,0.2233,0.3644,0.8095
2013,20,KS,48620,Wichita - KS,19714,16037,3677,0.1865,0.8135,0.7336,0.2481,0.4291,0.7721
2013,21,KY,14540,Bowling Green - KY,4133,3304,829,0.2006,0.7994,0.8096,0.1527,0.4009,0.9346
2013,21,KY,17140,"Cincinnati, Middletown - OH, KY, IN",19098,14300,4798,0.2512,0.7488,0.7579,0.2097,0.3255,5.594
2013,21,KY,17140,"Cincinnati, Middletown - OH, KY, IN",19098,14300,4798,0.2512,0.7488,0.7579,0.2097,0.3255,1.0032
2013,21,KY,17140,"Cincinnati, Middletown - OH, KY, IN",19098,14300,4798,0.2512,0.7488,0.7579,0.2097,0.3255,0.2963
2013,21,KY,17300,"Clarksville - TN, KY",2010,1514,496,0.2468,0.7532,0.6134,0.3637,0.3935,0.69
2013,21,KY,17300,"Clarksville - TN, KY",2010,1514,496,0.2468,0.7532,0.6134,0.3637,0.3935,0.2201
2013,21,KY,21060,Elizabethtown - KY,4799,3518,1281,0.2669,0.7331,0.5409,0.412,0.3474,0.98
2013,21,KY,21780,"Evansville - IN, KY",1797,1277,520,0.2894,0.7106,0.8464,0.1391,0.3845,0.1691
2013,21,KY,21780,"Evansville - IN, KY",1797,1277,520,0.2894,0.7106,0.8464,0.1391,0.3845,0.9729
2013,21,KY,26580,"Huntington, Ashland - WV, KY, OH",2562,1808,754,0.2943,0.7057,0.7955,0.1678,0.3528,0.7314
2013,21,KY,26580,"Huntington, Ashland - WV, KY, OH",2562,1808,754,0.2943,0.7057,0.7955,0.1678,0.3528,1.0801
2013,21,KY,26580,"Huntington, Ashland - WV, KY, OH",2562,1808,754,0.2943,0.7057,0.7955,0.1678,0.3528,0.6156
2013,21,KY,30460,"Lexington, Fayette - KY",19816,15798,4018,0.2028,0.7972,0.7739,0.2013,0.3817,1.1377
2013,21,KY,31140,"Louisville, Jefferson County - KY, IN",41951,31894,10057,0.2397,0.7603,0.7448,0.237,0.366,3.9644
2013,21,KY,31140,"Louisville, Jefferson County - KY, IN",41951,31894,10057,0.2397,0.7603,0.7448,0.237,0.366,1.0143
2013,21,KY,36980,Owensboro - KY,3984,3005,979,0.2457,0.7543,0.7999,0.178,0.4445,1.1107
2013,22,LA,10780,Alexandria - LA,4428,3209,1219,0.2753,0.7247,0.7613,0.1737,0.4415,0.8208
2013,22,LA,12940,Baton Rouge - LA,26914,20175,6739,0.2504,0.7496,0.7251,0.2078,0.4477,0.8216
2013,22,LA,26380,"Houma, Bayou Cane, Thibodaux - LA",6475,4665,1810,0.2795,0.7205,0.7705,0.179,0.4613,0.9749
2013,22,LA,29180,Lafayette - LA,9671,7047,2624,0.2713,0.7287,0.755,0.1742,0.5446,0.974
2013,22,LA,29340,Lake Charles - LA,5506,3985,1521,0.2762,0.7238,0.775,0.1878,0.506,0.8046
2013,22,LA,33740,Monroe - LA,5040,3734,1306,0.2591,0.7409,0.7599,0.175,0.4516,0.9169
2013,22,LA,35380,"New Orleans, Metairie, Kenner - LA",35456,25573,9883,0.2787,0.7213,0.758,0.2184,0.3709,0.835
2013,22,LA,43340,"Shreveport, Bossier City - LA",11424,8248,3176,0.278,0.722,0.6492,0.3167,0.4525,0.813
2013,23,ME,12620,Bangor - ME,4333,3247,1086,0.2506,0.7494,0.7831,0.1676,0.3658,0.7775
2013,23,ME,30340,"Lewiston, Auburn - ME",3397,2577,820,0.2414,0.7586,0.715,0.2093,0.3294,0.89
2013,23,ME,38860,"Portland, South Portland, Biddeford - ME",23349,18501,4848,0.2076,0.7924,0.8319,0.1203,0.3414,1.0796
2013,24,MD,12580,"Baltimore, Towson - MD",99897,80265,19632,0.1965,0.8035,0.7502,0.2456,0.3011,0.7221
2013,24,MD,13644,"Bethesda, Rockville, Frederick - MD",52985,44358,8627,0.1628,0.8372,0.8436,0.1506,0.2889,1.08
2013,24,MD,19060,"Cumberland - MD, WV",1499,1199,300,0.2001,0.7999,0.7538,0.1781,0.2989,0.5579
2013,24,MD,19060,"Cumberland - MD, WV",1499,1199,300,0.2001,0.7999,0.7538,0.1781,0.2989,1.8192
2013,24,MD,25180,"Hagerstown, Martinsburg - MD, WV",4442,3510,932,0.2098,0.7902,0.7177,0.2391,0.3064,0.6584
2013,24,MD,25180,"Hagerstown, Martinsburg - MD, WV",4442,3510,932,0.2098,0.7902,0.7177,0.2391,0.3064,0.6106
2013,24,MD,41540,Salisbury - MD,3202,2411,791,0.247,0.753,0.7308,0.2071,0.3367,0.5356
2013,24,MD,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",42146,31371,10775,0.2557,0.7443,0.606,0.3783,0.3055,1.607
2013,24,MD,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",42146,31371,10775,0.2557,0.7443,0.606,0.3783,0.3055,0.5185
2013,24,MD,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",42146,31371,10775,0.2557,0.7443,0.606,0.3783,0.3055,0.3643
2013,24,MD,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",42146,31371,10775,0.2557,0.7443,0.606,0.3783,0.3055,13.8411
2013,24,MD,48864,"Wilmington - DE, MD, NJ",3679,2840,839,0.2281,0.7719,0.7083,0.2267,0.2949,0.1502
2013,24,MD,48864,"Wilmington - DE, MD, NJ",3679,2840,839,0.2281,0.7719,0.7083,0.2267,0.2949,0.7553
2013,24,MD,48864,"Wilmington - DE, MD, NJ",3679,2840,839,0.2281,0.7719,0.7083,0.2267,0.2949,1.1584
2013,25,MA,12700,Barnstable Town - MA,13020,10959,2061,0.1583,0.8417,0.9274,0.0618,0.3279,1.0565
2013,25,MA,14484,"Boston, Quincy - MA",71555,59538,12017,0.1679,0.8321,0.9041,0.0912,0.3292,1.0802
2013,25,MA,15764,"Cambridge, Newton, Framingham - MA",61436,53008,8428,0.1372,0.8628,0.9343,0.0647,0.3099,1.3432
2013,25,MA,37764,Peabody - MA,28479,23800,4679,0.1643,0.8357,0.879,0.1204,0.3268,1.093
2013,25,MA,38340,Pittsfield - MA,3696,2844,852,0.2305,0.7695,0.9334,0.0603,0.3344,0.7608
2013,25,MA,39300,"Providence, New Bedford, Fall River - RI, MA",17509,14173,3336,0.1905,0.8095,0.8325,0.1594,0.3006,0.9222
2013,25,MA,39300,"Providence, New Bedford, Fall River - RI, MA",17509,14173,3336,0.1905,0.8095,0.8325,0.1594,0.3006,0.422
2013,25,MA,44140,Springfield - MA,18289,14395,3894,0.2129,0.7871,0.8188,0.1709,0.3325,0.7594
2013,25,MA,49340,Worcester - MA,28184,22851,5333,0.1892,0.8108,0.8422,0.1421,0.3299,0.9386
2013,26,MI,11460,Ann Arbor - MI,13926,11526,2400,0.1723,0.8277,0.8764,0.1114,0.3276,1.2387
2013,26,MI,12980,Battle Creek - MI,3770,2971,799,0.2119,0.7881,0.7565,0.218,0.331,0.7291
2013,26,MI,13020,Bay City - MI,3215,2528,687,0.2137,0.7863,0.7935,0.1894,0.3051,0.8481
2013,26,MI,19804,"Detroit, Livonia, Dearborn - MI",41476,32970,8506,0.2051,0.7949,0.769,0.2304,0.3255,0.4958
2013,26,MI,22420,Flint - MI,11203,8835,2368,0.2114,0.7886,0.7155,0.2356,0.3379,0.6489
2013,26,MI,24340,"Grand Rapids, Wyoming - MI",30048,24169,5879,0.1957,0.8043,0.7904,0.1884,0.3916,1.0116
2013,26,MI,26100,"Holland, Grand Haven - MI",11409,9477,1932,0.1693,0.8307,0.8385,0.1496,0.3715,1.2795
2013,26,MI,27100,Jackson - MI,5041,3862,1179,0.2339,0.7661,0.7832,0.1869,0.3146,0.7503
2013,26,MI,28020,"Kalamazoo, Portage - MI",11763,9580,2183,0.1856,0.8144,0.7812,0.1873,0.3575,1.0667
2013,26,MI,29620,"Lansing, East Lansing - MI",15070,12148,2922,0.1939,0.8061,0.78,0.1856,0.331,0.907
2013,26,MI,33780,Monroe - MI,5891,4685,1206,0.2047,0.7953,0.8051,0.1825,0.3059,1.0351
2013,26,MI,34740,"Muskegon, Norton Shores - MI",5586,4277,1309,0.2343,0.7657,0.7324,0.2426,0.3382,0.7508
2013,26,MI,35660,"Niles, Benton Harbor - MI",5300,4008,1292,0.2438,0.7562,0.8402,0.1406,0.3304,0.8163
2013,26,MI,40980,"Saginaw, Saginaw Township North - MI",5031,3930,1101,0.2188,0.7812,0.7611,0.2125,0.3121,0.766
2013,26,MI,43780,"South Bend, Mishawaka - IN, MI",1846,1361,485,0.2627,0.7373,0.8115,0.1566,0.3185,0.1937
2013,26,MI,43780,"South Bend, Mishawaka - IN, MI",1846,1361,485,0.2627,0.7373,0.8115,0.1566,0.3185,0.8849
2013,26,MI,47644,"Warren, Troy, Farmington Hills - MI",110129,89658,20471,0.1859,0.8141,0.8182,0.1716,0.323,1.0779
2013,27,MN,20260,"Duluth - MN, WI",7916,6206,1710,0.216,0.784,0.8118,0.1708,0.358,0.9623
2013,27,MN,20260,"Duluth - MN, WI",7916,6206,1710,0.216,0.784,0.8118,0.1708,0.358,4.6537
2013,27,MN,22020,"Fargo - ND, MN",2296,2009,287,0.125,0.875,0.7448,0.2278,0.4699,1.2103
2013,27,MN,22020,"Fargo - ND, MN",2296,2009,287,0.125,0.875,0.7448,0.2278,0.4699,0.5307
2013,27,MN,24220,"Grand Forks - ND, MN",917,778,139,0.1516,0.8484,0.8015,0.1756,0.4133,1.0713
2013,27,MN,24220,"Grand Forks - ND, MN",917,778,139,0.1516,0.8484,0.8015,0.1756,0.4133,0.5429
2013,27,MN,29100,"La Crosse - WI, MN",694,599,95,0.1369,0.8631,0.8963,0.0706,0.3386,1.3661
2013,27,MN,29100,"La Crosse - WI, MN",694,599,95,0.1369,0.8631,0.8963,0.0706,0.3386,0.1881
2013,27,MN,31860,"Mankato, North Mankato - MN",3443,3000,443,0.1287,0.8713,0.8234,0.1574,0.3802,
2013,27,MN,33460,"Minneapolis, St. Paul, Bloomington - MN, WI",140884,119904,20980,0.1489,0.8511,0.8119,0.1797,0.3622,1.1969
2013,27,MN,33460,"Minneapolis, St. Paul, Bloomington - MN, WI",140884,119904,20980,0.1489,0.8511,0.8119,0.1797,0.3622,27.7331
2013,27,MN,40340,Rochester - MN,8126,6952,1174,0.1445,0.8555,0.8202,0.1482,0.3997,1.2134
2013,27,MN,41060,St. Cloud - MN,6318,5295,1023,0.1619,0.8381,0.7874,0.1643,0.3743,1.0769
2013,28,MS,25060,"Gulfport, Biloxi - MS",6844,4828,2016,0.2946,0.7054,0.68,0.2886,0.3641,0.7054
2013,28,MS,25620,Hattiesburg - MS,4272,3105,1167,0.2732,0.7268,0.7713,0.1863,0.4567,0.7833
2013,28,MS,27140,Jackson - MS,14355,10875,3480,0.2424,0.7576,0.7273,0.233,0.3839,0.7723
2013,28,MS,32820,"Memphis - TN, MS, AR",8698,6784,1914,0.2201,0.7799,0.6444,0.3041,0.3784,0.7856
2013,28,MS,32820,"Memphis - TN, MS, AR",8698,6784,1914,0.2201,0.7799,0.6444,0.3041,0.3784,0.1813
2013,28,MS,32820,"Memphis - TN, MS, AR",8698,6784,1914,0.2201,0.7799,0.6444,0.3041,0.3784,5.6334
2013,28,MS,37700,Pascagoula - MS,4193,2961,1232,0.2938,0.7062,0.7012,0.2595,0.378,0.6721
2013,29,MO,16020,"Cape Girardeau, Jackson - MO, IL",3135,2515,620,0.1978,0.8022,0.8303,0.1219,0.3869,
2013,29,MO,17860,Columbia - MO,6348,5497,851,0.1341,0.8659,0.7996,0.1613,0.4672,1.0494
2013,29,MO,22220,"Fayetteville, Springdale, Rogers - AR, MO",570,335,235,0.4123,0.5877,0.8035,0.1526,0.4123,0.759
2013,29,MO,22220,"Fayetteville, Springdale, Rogers - AR, MO",570,335,235,0.4123,0.5877,0.8035,0.1526,0.4123,0.0285
2013,29,MO,27620,Jefferson City - MO,4641,3844,797,0.1717,0.8283,0.7996,0.1407,0.4288,0.8748
2013,29,MO,27900,Joplin - MO,5877,4471,1406,0.2392,0.7608,0.7249,0.155,0.4213,0.8134
2013,29,MO,28140,"Kansas City - MO, KS",42795,34635,8160,0.1907,0.8093,0.703,0.2804,0.352,1.1865
2013,29,MO,28140,"Kansas City - MO, KS",42795,34635,8160,0.1907,0.8093,0.703,0.2804,0.352,0.7275
2013,29,MO,41140,"St. Joseph - MO, KS",3333,2634,699,0.2097,0.7903,0.7651,0.2193,0.3723,18.2131
2013,29,MO,41140,"St. Joseph - MO, KS",3333,2634,699,0.2097,0.7903,0.7651,0.2193,0.3723,0.6457
2013,29,MO,41180,"St. Louis - MO, IL",88433,72840,15593,0.1763,0.8237,0.7795,0.2085,0.321,2.8819
2013,29,MO,41180,"St. Louis - MO, IL",88433,72840,15593,0.1763,0.8237,0.7795,0.2085,0.321,0.7832
2013,29,MO,44180,Springfield - MO,16944,13785,3159,0.1864,0.8136,0.7506,0.2014,0.3908,0.795
2013,30,MT,13740,Billings - MT,6996,5904,1092,0.1561,0.8439,0.7446,0.2341,0.4404,1.1293
2013,30,MT,24500,Great Falls - MT,3278,2673,605,0.1846,0.8154,0.6531,0.3405,0.3527,0.9967
2013,30,MT,33540,Missoula - MT,4324,3583,741,0.1714,0.8286,0.8483,0.1244,0.3721,0.9977
2013,31,NE,30700,Lincoln - NE,12660,11034,1626,0.1284,0.8716,0.7964,0.1974,0.376,1.3247
2013,31,NE,36540,"Omaha, Council Bluffs - NE, IA",31403,26815,4588,0.1461,0.8539,0.7288,0.2665,0.385,6.3466
2013,31,NE,36540,"Omaha, Council Bluffs - NE, IA",31403,26815,4588,0.1461,0.8539,0.7288,0.2665,0.385,1.1458
2013,31,NE,43580,"Sioux City - IA, NE, SD",613,450,163,0.2659,0.7341,0.8124,0.1697,0.4127,0.1955
2013,31,NE,43580,"Sioux City - IA, NE, SD",613,450,163,0.2659,0.7341,0.8124,0.1697,0.4127,0.8119
