as_of_year,state_code,state_abbr,msamd,msamd_name,total_applications,total_originated,total_denied,denial_rate,origination_rate,conventional_share,govt_backed_share,purchase_share,recovery_index
2008,26,MI,28020,"Kalamazoo, Portage - MI",8471,6050,2421,0.2858,0.7142,0.7098,0.2721,0.4022,0.7682
2008,26,MI,29620,"Lansing, East Lansing - MI",12530,8451,4079,0.3255,0.6745,0.6867,0.284,0.361,0.7541
2008,26,MI,33780,Monroe - MI,4069,2356,1713,0.421,0.579,0.7397,0.2539,0.4033,0.715
2008,26,MI,34740,"Muskegon, Norton Shores - MI",4680,2936,1744,0.3726,0.6274,0.6748,0.3111,0.3412,0.629
2008,26,MI,35660,"Niles, Benton Harbor - MI",5097,3633,1464,0.2872,0.7128,0.7628,0.2294,0.3524,0.785
2008,26,MI,40980,"Saginaw, Saginaw Township North - MI",4517,3004,1513,0.335,0.665,0.6956,0.2809,0.3274,0.6877
2008,26,MI,43780,"South Bend, Mishawaka - IN, MI",1726,1113,613,0.3552,0.6448,0.7648,0.2109,0.3105,0.1811
2008,26,MI,43780,"South Bend, Mishawaka - IN, MI",1726,1113,613,0.3552,0.6448,0.7648,0.2109,0.3105,0.8274
2008,26,MI,47644,"Warren, Troy, Farmington Hills - MI",70692,45796,24896,0.3522,0.6478,0.7397,0.2527,0.3935,0.6919
2008,27,MN,20260,"Duluth - MN, WI",6868,5066,1802,0.2624,0.7376,0.7927,0.1928,0.3909,0.8349
2008,27,MN,20260,"Duluth - MN, WI",6868,5066,1802,0.2624,0.7376,0.7927,0.1928,0.3909,4.0376
2008,27,MN,22020,"Fargo - ND, MN",1751,1414,337,0.1925,0.8075,0.7196,0.2776,0.5066,0.923
2008,27,MN,22020,"Fargo - ND, MN",1751,1414,337,0.1925,0.8075,0.7196,0.2776,0.5066,0.4048
2008,27,MN,24220,"Grand Forks - ND, MN",787,612,175,0.2224,0.7776,0.7878,0.1842,0.3914,0.9194
2008,27,MN,24220,"Grand Forks - ND, MN",787,612,175,0.2224,0.7776,0.7878,0.1842,0.3914,0.466
2008,27,MN,29100,"La Crosse - WI, MN",521,410,111,0.2131,0.7869,0.9194,0.0787,0.3321,1.0256
2008,27,MN,29100,"La Crosse - WI, MN",521,410,111,0.2131,0.7869,0.9194,0.0787,0.3321,0.1412
2008,27,MN,33460,"Minneapolis, St. Paul, Bloomington - MN, WI",97524,70819,26705,0.2738,0.7262,0.778,0.2176,0.4309,0.8285
2008,27,MN,33460,"Minneapolis, St. Paul, Bloomington - MN, WI",97524,70819,26705,0.2738,0.7262,0.778,0.2176,0.4309,19.1976
2008,27,MN,40340,Rochester - MN,6625,5335,1290,0.1947,0.8053,0.8128,0.1734,0.4574,0.9892
2008,27,MN,41060,St. Cloud - MN,5102,3932,1170,0.2293,0.7707,0.777,0.1929,0.401,0.8696
2008,28,MS,25060,"Gulfport, Biloxi - MS",7746,5183,2563,0.3309,0.6691,0.7563,0.2117,0.4198,0.7984
2008,28,MS,25620,Hattiesburg - MS,5054,3682,1372,0.2715,0.7285,0.7849,0.1375,0.4719,0.9267
2008,28,MS,27140,Jackson - MS,15418,10814,4604,0.2986,0.7014,0.7779,0.2106,0.4008,0.8295
2008,28,MS,32820,"Memphis - TN, MS, AR",9196,6199,2997,0.3259,0.6741,0.6599,0.3152,0.4174,0.8306
2008,28,MS,32820,"Memphis - TN, MS, AR",9196,6199,2997,0.3259,0.6741,0.6599,0.3152,0.4174,0.1917
2008,28,MS,32820,"Memphis - TN, MS, AR",9196,6199,2997,0.3259,0.6741,0.6599,0.3152,0.4174,5.956
2008,28,MS,37700,Pascagoula - MS,4974,3250,1724,0.3466,0.6534,0.774,0.2018,0.4015,0.7972
2008,29,MO,17860,Columbia - MO,5566,4476,1090,0.1958,0.8042,0.7963,0.1915,0.4705,0.9202
2008,29,MO,22220,"Fayetteville, Springdale, Rogers - AR, MO",608,360,248,0.4079,0.5921,0.7911,0.1562,0.3355,0.8096
2008,29,MO,22220,"Fayetteville, Springdale, Rogers - AR, MO",608,360,248,0.4079,0.5921,0.7911,0.1562,0.3355,0.0304
2008,29,MO,27620,Jefferson City - MO,5042,3947,1095,0.2172,0.7828,0.8392,0.1327,0.4018,0.9504
2008,29,MO,27900,Joplin - MO,5877,3947,1930,0.3284,0.6716,0.7237,0.2367,0.4485,0.8134
2008,29,MO,28140,"Kansas City - MO, KS",46320,31871,14449,0.3119,0.6881,0.692,0.302,0.3811,1.2843
2008,29,MO,28140,"Kansas City - MO, KS",46320,31871,14449,0.3119,0.6881,0.692,0.302,0.3811,0.7874
2008,29,MO,41140,"St. Joseph - MO, KS",3864,2584,1280,0.3313,0.6687,0.7293,0.2591,0.3538,21.1148
2008,29,MO,41140,"St. Joseph - MO, KS",3864,2584,1280,0.3313,0.6687,0.7293,0.2591,0.3538,0.7485
2008,29,MO,41180,"St. Louis - MO, IL",93030,66874,26156,0.2812,0.7188,0.7276,0.2695,0.3294,3.0317
2008,29,MO,41180,"St. Louis - MO, IL",93030,66874,26156,0.2812,0.7188,0.7276,0.2695,0.3294,0.8239
2008,29,MO,44180,Springfield - MO,17706,13245,4461,0.2519,0.7481,0.7359,0.2499,0.4045,0.8307
2008,30,MT,13740,Billings - MT,5906,4711,1195,0.2023,0.7977,0.6951,0.2999,0.469,0.9533
2008,30,MT,24500,Great Falls - MT,3016,2416,600,0.1989,0.8011,0.6406,0.3574,0.441,0.917
2008,30,MT,33540,Missoula - MT,3767,2883,884,0.2347,0.7653,0.8362,0.155,0.3833,0.8692
2008,31,NE,30700,Lincoln - NE,9182,7430,1752,0.1908,0.8092,0.7843,0.2152,0.395,0.9608
2008,31,NE,36540,"Omaha, Council Bluffs - NE, IA",25604,19160,6444,0.2517,0.7483,0.7108,0.2871,0.4382,5.1746
2008,31,NE,36540,"Omaha, Council Bluffs - NE, IA",25604,19160,6444,0.2517,0.7483,0.7108,0.2871,0.4382,0.9342
2008,31,NE,43580,"Sioux City - IA, NE, SD",685,458,227,0.3314,0.6686,0.8467,0.1416,0.3664,0.2184
2008,31,NE,43580,"Sioux City - IA, NE, SD",685,458,227,0.3314,0.6686,0.8467,0.1416,0.3664,0.9073
2008,31,NE,43580,"Sioux City - IA, NE, SD",685,458,227,0.3314,0.6686,0.8467,0.1416,0.3664,1.2756
2008,32,NV,16180,Carson City - NV,1452,948,504,0.3471,0.6529,0.8251,0.1749,0.3051,0.7401
2008,32,NV,29820,"Las Vegas, Paradise - NV",69282,43375,25907,0.3739,0.6261,0.6703,0.3293,0.5771,0.5981
2008,32,NV,39900,"Reno, Sparks - NV",13534,8829,4705,0.3476,0.6524,0.759,0.2403,0.4195,0.6784
2008,33,NH,31700,"Manchester, Nashua - NH",12045,8223,3822,0.3173,0.6827,0.7871,0.21,0.3333,0.8124
2008,33,NH,40484,"Rockingham County, Strafford County - NH",14720,10077,4643,0.3154,0.6846,0.828,0.1678,0.3287,0.8996
2008,34,NJ,10900,"Allentown, Bethlehem, Easton - PA, NJ",3457,2288,1169,0.3382,0.6618,0.7816,0.2146,0.3055,0.7286
2008,34,NJ,10900,"Allentown, Bethlehem, Easton - PA, NJ",3457,2288,1169,0.3382,0.6618,0.7816,0.2146,0.3055,0.1126
2008,34,NJ,12100,"Atlantic City, Hammonton - NJ",10337,6777,3560,0.3444,0.6556,0.7766,0.2173,0.3249,0.666
2008,34,NJ,15804,Camden - NJ,42381,29171,13210,0.3117,0.6883,0.7191,0.2798,0.325,0.7313
2008,34,NJ,20764,"Edison, New Brunswick - NJ",72551,51551,21000,0.2895,0.7105,0.8299,0.1687,0.3561,0.7688
2008,34,NJ,35084,"Newark, Union - NJ, PA",56390,37620,18770,0.3329,0.6671,0.8176,0.1819,0.3629,0.6993
2008,34,NJ,35084,"Newark, Union - NJ, PA",56390,37620,18770,0.3329,0.6671,0.8176,0.1819,0.3629,12.0931
2008,34,NJ,35644,"New York, White Plains, Wayne - NY, NJ",48857,32396,16461,0.3369,0.6631,0.8616,0.1383,0.4083,0.7179
2008,34,NJ,35644,"New York, White Plains, Wayne - NY, NJ",48857,32396,16461,0.3369,0.6631,0.8616,0.1383,0.4083,0.2607
2008,34,NJ,36140,Ocean City - NJ,6785,5004,1781,0.2625,0.7375,0.9241,0.07,0.4116,0.7739
2008,34,NJ,45940,"Trenton, Ewing - NJ",10129,6864,3265,0.3223,0.6777,0.7818,0.2178,0.3783,0.7065
2008,34,NJ,47220,"Vineland, Millville, Bridgeton - NJ",4285,2620,1665,0.3886,0.6114,0.6518,0.3442,0.316,0.6558
2008,34,NJ,48864,"Wilmington - DE, MD, NJ",2170,1434,736,0.3392,0.6608,0.7147,0.2788,0.2922,0.0886
2008,34,NJ,48864,"Wilmington - DE, MD, NJ",2170,1434,736,0.3392,0.6608,0.7147,0.2788,0.2922,0.4455
2008,34,NJ,48864,"Wilmington - DE, MD, NJ",2170,1434,736,0.3392,0.6608,0.7147,0.2788,0.2922,0.6832
2008,35,NM,10740,Albuquerque - NM,33211,21900,11311,0.3406,0.6594,0.7221,0.2766,0.348,0.7335
2008,35,NM,22140,Farmington - NM,3083,2043,1040,0.3373,0.6627,0.6487,0.3409,0.4548,0.8648
2008,35,NM,29740,Las Cruces - NM,5829,3589,2240,0.3843,0.6157,0.7607,0.2385,0.3501,0.7302
2008,35,NM,42140,Santa Fe - NM,5416,3706,1710,0.3157,0.6843,0.8737,0.1256,0.3347,0.7736
2008,36,NY,10580,"Albany, Schenectady, Troy - NY",23038,16002,7036,0.3054,0.6946,0.758,0.2389,0.4357,0.7932
2008,36,NY,13780,Binghamton - NY,5187,3530,1657,0.3195,0.6805,0.7609,0.2294,0.4862,0.7848
2008,36,NY,15380,"Buffalo, Niagara Falls - NY",21983,15451,6532,0.2971,0.7029,0.7281,0.2697,0.5468,0.7807
2008,36,NY,21300,Elmira - NY,1805,1237,568,0.3147,0.6853,0.7878,0.2039,0.4914,0.7807
2008,36,NY,24020,Glens Falls - NY,3775,2241,1534,0.4064,0.5936,0.7775,0.2156,0.3415,0.7431
2008,36,NY,27060,Ithaca - NY,1773,1420,353,0.1991,0.8009,0.9019,0.0942,0.5008,0.8118
2008,36,NY,28740,Kingston - NY,4228,2593,1635,0.3867,0.6133,0.8482,0.1488,0.3623,0.6867
2008,36,NY,35004,"Nassau, Suffolk - NY",56855,35490,21365,0.3758,0.6242,0.8648,0.1352,0.4377,0.5983
2008,36,NY,35644,"New York, White Plains, Wayne - NY, NJ",122257,73773,48484,0.3966,0.6034,0.9199,0.0801,0.5456,1.7964
2008,36,NY,35644,"New York, White Plains, Wayne - NY, NJ",122257,73773,48484,0.3966,0.6034,0.9199,0.0801,0.5456,0.6525
2008,36,NY,39100,"Poughkeepsie, Newburgh, Middletown - NY",15253,8959,6294,0.4126,0.5874,0.8251,0.1733,0.3972,0.6424
2008,36,NY,40380,Rochester - NY,22090,15530,6560,0.297,0.703,0.7324,0.2595,0.5431,0.7518
2008,36,NY,45060,Syracuse - NY,14875,10383,4492,0.302,0.698,0.7296,0.2679,0.4871,0.801
2008,36,NY,46540,"Utica, Rome - NY",6384,4116,2268,0.3553,0.6447,0.76,0.237,0.4189,0.8096
2008,37,NC,11700,Asheville - NC,16702,12138,4564,0.2733,0.7267,0.8682,0.1241,0.3437,0.8591
2008,37,NC,15500,Burlington - NC,4804,3172,1632,0.3397,0.6603,0.7417,0.2496,0.3951,0.8441
2008,37,NC,16740,"Charlotte, Gastonia, Concord - NC, SC",65957,46729,19228,0.2915,0.7085,0.7557,0.2389,0.4196,0.7806
2008,37,NC,16740,"Charlotte, Gastonia, Concord - NC, SC",65957,46729,19228,0.2915,0.7085,0.7557,0.2389,0.4196,5.2455
2008,37,NC,20500,Durham - NC,16764,12207,4557,0.2718,0.7282,0.8155,0.1816,0.4001,0.8528
2008,37,NC,22180,Fayetteville - NC,13331,9479,3852,0.289,0.711,0.4833,0.5068,0.479,0.8995
2008,37,NC,24140,Goldsboro - NC,3137,2230,907,0.2891,0.7109,0.612,0.3765,0.4288,0.8524
2008,37,NC,24660,"Greensboro, High Point - NC",24596,16205,8391,0.3412,0.6588,0.7377,0.255,0.3912,0.8388
2008,37,NC,24780,Greenville - NC,5320,3763,1557,0.2927,0.7073,0.7592,0.2207,0.4786,0.8156
2008,37,NC,25860,"Hickory, Lenoir, Morganton - NC",11154,7556,3598,0.3226,0.6774,0.7637,0.2064,0.343,0.8263
2008,37,NC,27340,Jacksonville - NC,6617,5119,1498,0.2264,0.7736,0.4916,0.5014,0.5567,0.9194
2008,37,NC,39580,"Raleigh, Cary - NC",48015,37170,10845,0.2259,0.7741,0.7765,0.2112,0.4367,0.9012
2008,37,NC,40580,Rocky Mount - NC,3711,2327,1384,0.3729,0.6271,0.7459,0.2406,0.3883,0.7391
2008,37,NC,47260,"Virginia Beach, Norfolk, Newport News - VA, NC",1427,1009,418,0.2929,0.7071,0.7772,0.2193,0.2901,0.8479
2008,37,NC,47260,"Virginia Beach, Norfolk, Newport News - VA, NC",1427,1009,418,0.2929,0.7071,0.7772,0.2193,0.2901,0.0163
2008,37,NC,48900,Wilmington - NC,17259,12974,4285,0.2483,0.7517,0.8412,0.1493,0.37,0.8392
2008,37,NC,49180,"Winston, Salem - NC",16041,11029,5012,0.3124,0.6876,0.7517,0.2418,0.4051,0.8361
2008,38,ND,13900,Bismarck - ND,3697,3163,534,0.1444,0.8556,0.792,0.1934,0.5137,1.0452
2008,38,ND,22020,"Fargo - ND, MN",4271,3502,769,0.1801,0.8199,0.7282,0.2686,0.5338,2.2514
2008,38,ND,22020,"Fargo - ND, MN",4271,3502,769,0.1801,0.8199,0.7282,0.2686,0.5338,0.9873
2008,38,ND,24220,"Grand Forks - ND, MN",1569,1316,253,0.1612,0.8388,0.7706,0.2275,0.508,1.8329
2008,38,ND,24220,"Grand Forks - ND, MN",1569,1316,253,0.1612,0.8388,0.7706,0.2275,0.508,0.929
2008,39,OH,10420,Akron - OH,18580,12037,6543,0.3522,0.6478,0.705,0.2944,0.397,0.7341
2008,39,OH,15940,"Canton, Massillon - OH",10333,6480,3853,0.3729,0.6271,0.6892,0.3063,0.3777,0.7172
2008,39,OH,17140,"Cincinnati, Middletown - OH, KY, IN",51691,35992,15699,0.3037,0.6963,0.7317,0.2658,0.3896,15.1409
2008,39,OH,17140,"Cincinnati, Middletown - OH, KY, IN",51691,35992,15699,0.3037,0.6963,0.7317,0.2658,0.3896,2.7151
2008,39,OH,17140,"Cincinnati, Middletown - OH, KY, IN",51691,35992,15699,0.3037,0.6963,0.7317,0.2658,0.3896,0.8021
2008,39,OH,17460,"Cleveland, Elyria, Mentor - OH",51536,33270,18266,0.3544,0.6456,0.7152,0.2837,0.411,0.7421
2008,39,OH,18140,Columbus - OH,55610,38593,17017,0.306,0.694,0.704,0.2933,0.4355,0.7893
2008,39,OH,19380,Dayton - OH,23798,16219,7579,0.3185,0.6815,0.6888,0.3074,0.393,0.7657
2008,39,OH,26580,"Huntington, Ashland - WV, KY, OH",1886,1074,812,0.4305,0.5695,0.7937,0.1988,0.3234,0.5384
2008,39,OH,26580,"Huntington, Ashland - WV, KY, OH",1886,1074,812,0.4305,0.5695,0.7937,0.1988,0.3234,0.7951
2008,39,OH,26580,"Huntington, Ashland - WV, KY, OH",1886,1074,812,0.4305,0.5695,0.7937,0.1988,0.3234,0.4531
2008,39,OH,30620,Lima - OH,3047,2121,926,0.3039,0.6961,0.807,0.1851,0.3259,0.7606
2008,39,OH,31900,Mansfield - OH,3110,1833,1277,0.4106,0.5894,0.7283,0.2611,0.3862,0.7277
2008,39,OH,37620,"Parkersburg, Marietta, Vienna - WV, OH",1572,1046,526,0.3346,0.6654,0.7812,0.2074,0.3906,0.8406
2008,39,OH,37620,"Parkersburg, Marietta, Vienna - WV, OH",1572,1046,526,0.3346,0.6654,0.7812,0.2074,0.3906,0.481
2008,39,OH,41780,Sandusky - OH,2017,1251,766,0.3798,0.6202,0.761,0.2325,0.4085,0.7375
2008,39,OH,44220,Springfield - OH,3732,2391,1341,0.3593,0.6407,0.6576,0.3355,0.366,0.6947
2008,39,OH,45780,Toledo - OH,16423,10123,6300,0.3836,0.6164,0.7711,0.2238,0.3826,0.6946
2008,39,OH,48260,"Weirton, Steubenville - WV, OH",1682,972,710,0.4221,0.5779,0.7461,0.2265,0.3454,0.7953
2008,39,OH,48260,"Weirton, Steubenville - WV, OH",1682,972,710,0.4221,0.5779,0.7461,0.2265,0.3454,1.1124
2008,39,OH,48540,"Wheeling - WV, OH",1685,1052,633,0.3757,0.6243,0.7543,0.1745,0.4113,0.8313
2008,39,OH,48540,"Wheeling - WV, OH",1685,1052,633,0.3757,0.6243,0.7543,0.1745,0.4113,0.8192
2008,39,OH,49660,"Youngstown, Warren, Boardman - OH, PA",11459,6873,4586,0.4002,0.5998,0.7577,0.2397,0.3439,0.7456
2008,39,OH,49660,"Youngstown, Warren, Boardman - OH, PA",11459,6873,4586,0.4002,0.5998,0.7577,0.2397,0.3439,3.0363
2008,4,AZ,22380,Flagstaff - AZ,4199,2951,1248,0.2972,0.7028,0.8314,0.1665,0.3939,0.7905
2008,4,AZ,29420,"Lake Havasu City, Kingman - AZ",7439,4571,2868,0.3855,0.6145,0.7704,0.2133,0.3652,0.6045
2008,4,AZ,38060,"Phoenix, Mesa, Scottsdale - AZ",167542,105819,61723,0.3684,0.6316,0.7192,0.2763,0.442,0.6348
2008,4,AZ,39140,Prescott - AZ,8793,5671,3122,0.3551,0.6449,0.8006,0.19,0.3221,0.7147
2008,4,AZ,46060,Tucson - AZ,34314,23003,11311,0.3296,0.6704,0.7029,0.2952,0.4071,0.7351
2008,4,AZ,49740,Yuma - AZ,5582,3598,1984,0.3554,0.6446,0.6869,0.304,0.3694,0.7215
2008,40,OK,22900,"Fort Smith - AR, OK",2545,1665,880,0.3458,0.6542,0.7387,0.2122,0.5253,0.8506
2008,40,OK,22900,"Fort Smith - AR, OK",2545,1665,880,0.3458,0.6542,0.7387,0.2122,0.5253,0.3897
2008,40,OK,30020,Lawton - OK,3767,2679,1088,0.2888,0.7112,0.6074,0.391,0.4773,0.8314
2008,40,OK,36420,Oklahoma City - OK,40987,29555,11432,0.2789,0.7211,0.6873,0.3094,0.508,0.8734
2008,40,OK,46140,Tulsa - OK,29396,20591,8805,0.2995,0.7005,0.6928,0.2894,0.5003,0.8633
2008,41,OR,13460,Bend - OR,7048,4696,2352,0.3337,0.6663,0.8225,0.1656,0.3595,0.6855
2008,41,OR,18700,Corvallis - OR,2087,1586,501,0.2401,0.7599,0.8912,0.1088,0.391,0.8606
2008,41,OR,21660,"Eugene, Springfield - OR",10995,7339,3656,0.3325,0.6675,0.7628,0.2312,0.3403,0.7972
2008,41,OR,32780,Medford - OR,6030,3920,2110,0.3499,0.6501,0.7993,0.1927,0.3441,0.7012
2008,41,OR,38900,"Portland, Vancouver, Beaverton - OR, WA",66572,46517,20055,0.3013,0.6987,0.8215,0.1764,0.3537,0.7979
2008,41,OR,38900,"Portland, Vancouver, Beaverton - OR, WA",66572,46517,20055,0.3013,0.6987,0.8215,0.1764,0.3537,2.829
2008,41,OR,41420,Salem - OR,13428,8632,4796,0.3572,0.6428,0.7309,0.2635,0.3263,0.8135
2008,42,PA,10900,"Allentown, Bethlehem, Easton - PA, NJ",24766,16538,8228,0.3322,0.6678,0.7709,0.2276,0.3576,5.2194
2008,42,PA,10900,"Allentown, Bethlehem, Easton - PA, NJ",24766,16538,8228,0.3322,0.6678,0.7709,0.2276,0.3576,0.8069
2008,42,PA,11020,Altoona - PA,3738,2227,1511,0.4042,0.5958,0.8464,0.1477,0.3277,0.8973
2008,42,PA,21500,Erie - PA,6513,4015,2498,0.3835,0.6165,0.8227,0.1755,0.3972,0.778
2008,42,PA,25420,"Harrisburg, Carlisle - PA",19321,13083,6238,0.3229,0.6771,0.7988,0.198,0.3857,0.9183
2008,42,PA,27780,Johnstown - PA,3654,2248,1406,0.3848,0.6152,0.8114,0.1804,0.382,0.8517
2008,42,PA,29540,Lancaster - PA,13879,9942,3937,0.2837,0.7163,0.7532,0.2376,0.4114,0.832
2008,42,PA,30140,Lebanon - PA,4528,3082,1446,0.3193,0.6807,0.7968,0.1981,0.3856,0.8589
2008,42,PA,35084,"Newark, Union - NJ, PA",3295,1977,1318,0.4,0.6,0.7651,0.2285,0.3256,0.0409
2008,42,PA,35084,"Newark, Union - NJ, PA",3295,1977,1318,0.4,0.6,0.7651,0.2285,0.3256,0.7066
2008,42,PA,37964,Philadelphia - PA,124524,84495,40029,0.3215,0.6785,0.8136,0.186,0.3669,0.8216
2008,42,PA,38300,Pittsburgh - PA,59483,38468,21015,0.3533,0.6467,0.7924,0.2041,0.4091,0.7709
2008,42,PA,39740,Reading - PA,12866,8519,4347,0.3379,0.6621,0.7734,0.2234,0.3759,0.783
2008,42,PA,42540,"Scranton, Wilkes-Barre - PA",15328,9400,5928,0.3867,0.6133,0.8224,0.1764,0.324,0.7754
2008,42,PA,44300,State College - PA,3675,2582,1093,0.2974,0.7026,0.8808,0.0966,0.4283,0.9866
2008,42,PA,48700,Williamsport - PA,3003,1991,1012,0.337,0.663,0.8368,0.1552,0.4059,0.7657
2008,42,PA,49620,"York, Hanover - PA",16225,11218,5007,0.3086,0.6914,0.7148,0.2805,0.3596,0.8384
2008,42,PA,49660,"Youngstown, Warren, Boardman - OH, PA",2794,1582,1212,0.4338,0.5662,0.8243,0.1707,0.3436,0.1818
2008,42,PA,49660,"Youngstown, Warren, Boardman - OH, PA",2794,1582,1212,0.4338,0.5662,0.8243,0.1707,0.3436,0.7403
2008,44,RI,39300,"Providence, New Bedford, Fall River - RI, MA",28877,19676,9201,0.3186,0.6814,0.7873,0.2112,0.3547,1.5209
2008,44,RI,39300,"Providence, New Bedford, Fall River - RI, MA",28877,19676,9201,0.3186,0.6814,0.7873,0.2112,0.3547,0.6959
2008,45,SC,11340,Anderson - SC,5734,3866,1868,0.3258,0.6742,0.7529,0.2391,0.3966,0.8207
2008,45,SC,12260,"Augusta, Richmond County - GA, SC",5142,3630,1512,0.294,0.706,0.7443,0.2429,0.4257,0.3512
2008,45,SC,12260,"Augusta, Richmond County - GA, SC",5142,3630,1512,0.294,0.706,0.7443,0.2429,0.4257,0.8176
2008,45,SC,16700,"Charleston, North Charleston, Summerville - SC",26693,18741,7952,0.2979,0.7021,0.7569,0.2414,0.4125,0.771
2008,45,SC,16740,"Charlotte, Gastonia, Concord - NC, SC",9744,7107,2637,0.2706,0.7294,0.7457,0.2481,0.4562,0.1153
2008,45,SC,16740,"Charlotte, Gastonia, Concord - NC, SC",9744,7107,2637,0.2706,0.7294,0.7457,0.2481,0.4562,0.7749
2008,45,SC,17900,Columbia - SC,26361,18025,8336,0.3162,0.6838,0.7277,0.2653,0.4367,0.7907
2008,45,SC,22500,Florence - SC,5759,3537,2222,0.3858,0.6142,0.7946,0.1943,0.4186,0.7782
2008,45,SC,24860,"Greenville, Mauldin, Easley - SC",21495,15226,6269,0.2916,0.7084,0.763,0.2297,0.4361,0.8274
2008,45,SC,34820,"Myrtle Beach, North Myrtle Beach, Conway - SC",15745,10613,5132,0.3259,0.6741,0.8857,0.111,0.4504,0.7146
2008,45,SC,43900,Spartanburg - SC,8857,5751,3106,0.3507,0.6493,0.7509,0.2285,0.413,0.8
